trialNum, blockWidth, MillisTime, pos, leftTriggerProbability, MouseX, MouseY, Start/CollectionDiameter, ForageDiameter, CircleX0, Circle Y0, CircleX1, CircleY1, CircleX2, CircleyY2, TrialState
1,50,6344.0,2,0.9,845,531,20,150,840,525,640,325,1040,125,2
1,50,6362.0,2,0.9,845,531,20,150,840,525,640,325,1040,125,2
1,50,6383.0,2,0.9,844,531,20,150,840,525,640,325,1040,125,2
1,50,6403.0,2,0.9,841,531,20,150,840,525,640,325,1040,125,2
1,50,6423.0,2,0.9,841,531,20,150,840,525,640,325,1040,125,2
1,50,6441.0,2,0.9,841,531,20,150,840,525,640,325,1040,125,2
1,50,6463.0,2,0.9,841,531,20,150,840,525,640,325,1040,125,2
1,50,6481.0,2,0.9,841,531,20,150,840,525,640,325,1040,125,2
1,50,6503.0,2,0.9,841,531,20,150,840,525,640,325,1040,125,2
1,50,6521.0,2,0.9,841,530,20,150,840,525,640,325,1040,125,2
1,50,6543.0,2,0.9,841,529,20,150,840,525,640,325,1040,125,2
1,50,6561.0,2,0.9,841,526,20,150,840,525,640,325,1040,125,2
1,50,6581.0,2,0.9,841,526,20,150,840,525,640,325,1040,125,2
1,50,6603.0,2,0.9,852,513,20,150,840,525,640,325,1040,125,2
1,50,6623.0,2,0.9,879,494,20,150,840,525,640,325,1040,125,2
1,50,6642.0,2,0.9,912,458,20,150,840,525,640,325,1040,125,2
1,50,6661.0,2,0.9,940,417,20,150,840,525,640,325,1040,125,2
1,50,6681.0,2,0.9,962,383,20,150,840,525,640,325,1040,125,2
1,50,6702.0,2,0.9,987,335,20,150,840,525,640,325,1040,125,2
1,50,6723.0,2,0.9,1003,274,20,150,840,525,640,325,1040,125,2
1,50,6742.0,2,0.9,1004,248,20,150,840,525,640,325,1040,125,2
1,50,6761.0,2,0.9,1004,211,20,150,840,525,640,325,1040,125,2
1,50,6783.0,2,0.9,1004,211,20,150,840,525,640,325,1040,125,2
1,50,6802.0,2,0.9,1001,182,20,150,840,525,640,325,1040,125,2
1,50,6821.0,2,0.9,999,173,20,150,840,525,640,325,1040,125,2
1,50,6841.0,2,0.9,995,156,20,150,840,525,640,325,1040,125,2
1,50,6861.0,2,0.9,993,141,20,150,840,525,640,325,1040,125,2
1,50,6882.0,2,0.9,993,131,20,150,840,525,640,325,1040,125,2
1,50,6903.0,2,0.9,1000,117,20,150,840,525,640,325,1040,125,2
1,50,6921.0,2,0.9,1003,115,20,150,840,525,640,325,1040,125,2
1,50,6942.0,2,0.9,1004,115,20,150,840,525,640,325,1040,125,2
1,50,6962.0,2,0.9,1005,114,20,150,840,525,640,325,1040,125,2
1,50,6981.0,2,0.9,1007,114,20,150,840,525,640,325,1040,125,2
1,50,7001.0,2,0.9,1011,114,20,150,840,525,640,325,1040,125,2
1,50,7022.0,2,0.9,1014,116,20,150,840,525,640,325,1040,125,2
1,50,7041.0,2,0.9,1017,118,20,150,840,525,640,325,1040,125,2
1,50,7061.0,2,0.9,1019,122,20,150,840,525,640,325,1040,125,2
1,50,7082.0,2,0.9,1019,128,20,150,840,525,640,325,1040,125,2
1,50,7101.0,2,0.9,1019,139,20,150,840,525,640,325,1040,125,2
1,50,7121.0,2,0.9,991,180,20,150,840,525,640,325,1040,125,2
1,50,7141.0,2,0.9,950,216,20,150,840,525,640,325,1040,125,2
1,50,7163.0,2,0.9,911,249,20,150,840,525,640,325,1040,125,2
1,50,7181.0,2,0.9,868,281,20,150,840,525,640,325,1040,125,2
1,50,7201.0,2,0.9,828,307,20,150,840,525,640,325,1040,125,2
1,50,7224.0,2,0.9,765,343,20,150,840,525,640,325,1040,125,2
1,50,7242.0,2,0.9,747,351,20,150,840,525,640,325,1040,125,2
1,50,7263.0,2,0.9,737,355,20,150,840,525,640,325,1040,125,2
1,50,7281.0,2,0.9,729,357,20,150,840,525,640,325,1040,125,2
1,50,7301.0,2,0.9,718,358,20,150,840,525,640,325,1040,125,2
1,50,7321.0,2,0.9,708,358,20,150,840,525,640,325,1040,125,2
1,50,7342.0,2,0.9,680,351,20,150,840,525,640,325,1040,125,2
1,50,7362.0,2,0.9,657,343,20,150,840,525,640,325,1040,125,3
1,50,7381.0,2,0.9,625,334,20,150,840,525,640,325,1040,125,3
1,50,7403.0,2,0.9,609,332,20,150,840,525,640,325,1040,125,3
1,50,7422.0,2,0.9,602,330,20,150,840,525,640,325,1040,125,3
1,50,7442.0,2,0.9,602,330,20,150,840,525,640,325,1040,125,3
1,50,7461.0,2,0.9,602,330,20,150,840,525,640,325,1040,125,3
1,50,7482.0,2,0.9,602,332,20,150,840,525,640,325,1040,125,3
1,50,7502.0,2,0.9,614,339,20,150,840,525,640,325,1040,125,3
1,50,7523.0,2,0.9,670,393,20,150,840,525,640,325,1040,125,3
1,50,7542.0,2,0.9,711,447,20,150,840,525,640,325,1040,125,3
1,50,7561.0,2,0.9,762,517,20,150,840,525,640,325,1040,125,3
1,50,7581.0,2,0.9,796,572,20,150,840,525,640,325,1040,125,3
1,50,7603.0,2,0.9,841,645,20,150,840,525,640,325,1040,125,3
1,50,7623.0,2,0.9,852,660,20,150,840,525,640,325,1040,125,3
1,50,7641.0,2,0.9,855,664,20,150,840,525,640,325,1040,125,3
