trialNum, blockWidth, MillisTime, rpos, reach, leftprob, MouseX, MouseY, startdiameter, targetdiameter, x0,y0, x1, y1,trialstate
3,50,23582.0,1,2.0,0.9,824,920,140,140,840,910,420,194,2
3,50,23599.0,1,2.0,0.9,813,873,140,140,840,910,420,194,2
3,50,23616.0,1,2.0,0.9,784,799,140,140,840,910,420,194,2
3,50,23635.0,1,2.0,0.9,765,758,140,140,840,910,420,194,2
3,50,23650.0,1,2.0,0.9,700,628,140,140,840,910,420,194,2
3,50,23668.0,1,2.0,0.9,610,466,140,140,840,910,420,194,2
3,50,23682.0,1,2.0,0.9,533,347,140,140,840,910,420,194,2
3,50,23701.0,1,2.0,0.9,461,240,140,140,840,910,420,194,2
3,50,23715.0,1,2.0,0.9,438,206,140,140,840,910,420,194,3
3,50,23734.0,1,2.0,0.9,438,206,140,140,840,910,420,194,3
3,50,23750.0,1,2.0,0.9,398,152,140,140,840,910,420,194,3
3,50,23764.0,1,2.0,0.9,398,151,140,140,840,910,420,194,3
3,50,23785.0,1,2.0,0.9,398,151,140,140,840,910,420,194,3
3,50,23798.0,1,2.0,0.9,398,151,140,140,840,910,420,194,3
3,50,23815.0,1,2.0,0.9,398,151,140,140,840,910,420,194,3
3,50,23833.0,1,2.0,0.9,398,151,140,140,840,910,420,194,3
3,50,23848.0,1,2.0,0.9,398,151,140,140,840,910,420,194,3
3,50,23865.0,1,2.0,0.9,398,152,140,140,840,910,420,194,3
3,50,23883.0,1,2.0,0.9,398,152,140,140,840,910,420,194,3
3,50,23900.0,1,2.0,0.9,404,176,140,140,840,910,420,194,3
3,50,23916.0,1,2.0,0.9,428,229,140,140,840,910,420,194,3
3,50,23933.0,1,2.0,0.9,477,321,140,140,840,910,420,194,3
3,50,23949.0,1,2.0,0.9,550,432,140,140,840,910,420,194,3
3,50,23966.0,1,2.0,0.9,589,484,140,140,840,910,420,194,3
3,50,23985.0,1,2.0,0.9,685,603,140,140,840,910,420,194,3
3,50,24000.0,1,2.0,0.9,764,691,140,140,840,910,420,194,3
3,50,24018.0,1,2.0,0.9,838,780,140,140,840,910,420,194,3
3,50,24032.0,1,2.0,0.9,879,836,140,140,840,910,420,194,3
3,50,24052.0,1,2.0,0.9,885,850,140,140,840,910,420,194,3
3,50,24064.0,1,2.0,0.9,894,869,140,140,840,910,420,194,3
4,50,24082.0,1,2.0,0.9,895,882,140,140,840,910,420,194,1
4,50,24098.0,1,2.0,0.9,895,895,140,140,840,910,420,194,2
4,50,24117.0,1,2.0,0.9,895,895,140,140,840,910,420,194,2
4,50,24133.0,1,2.0,0.9,892,906,140,140,840,910,420,194,2
4,50,24148.0,1,2.0,0.9,891,906,140,140,840,910,420,194,2
4,50,24164.0,1,2.0,0.9,891,906,140,140,840,910,420,194,2
4,50,24185.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24198.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24217.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24232.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24248.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24267.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24282.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24300.0,1,2.0,0.9,890,908,140,140,840,910,420,194,2
4,50,24314.0,1,2.0,0.9,889,905,140,140,840,910,420,194,2
4,50,24334.0,1,2.0,0.9,889,905,140,140,840,910,420,194,2
4,50,24350.0,1,2.0,0.9,873,852,140,140,840,910,420,194,2
4,50,24369.0,1,2.0,0.9,845,776,140,140,840,910,420,194,2
4,50,24383.0,1,2.0,0.9,827,734,140,140,840,910,420,194,2
4,50,24400.0,1,2.0,0.9,775,617,140,140,840,910,420,194,2
4,50,24418.0,1,2.0,0.9,705,442,140,140,840,910,420,194,2
4,50,24433.0,1,2.0,0.9,616,260,140,140,840,910,420,194,2
4,50,24450.0,1,2.0,0.9,512,80,140,140,840,910,420,194,2
4,50,24468.0,1,2.0,0.9,482,37,140,140,840,910,420,194,2
4,50,24483.0,1,2.0,0.9,482,37,140,140,840,910,420,194,2
4,50,24500.0,1,2.0,0.9,482,37,140,140,840,910,420,194,2
4,50,24515.0,1,2.0,0.9,482,37,140,140,840,910,420,194,2
4,50,24533.0,1,2.0,0.9,482,37,140,140,840,910,420,194,2
4,50,24580.0,1,2.0,0.9,443,18,140,140,840,910,420,194,2
4,50,24596.0,1,2.0,0.9,443,18,140,140,840,910,420,194,2
4,50,24617.0,1,2.0,0.9,449,45,140,140,840,910,420,194,2
4,50,24630.0,1,2.0,0.9,454,65,140,140,840,910,420,194,2
4,50,24650.0,1,2.0,0.9,475,132,140,140,840,910,420,194,2
4,50,24663.0,1,2.0,0.9,511,236,140,140,840,910,420,194,2
4,50,24680.0,1,2.0,0.9,511,236,140,140,840,910,420,194,2
4,50,24699.0,1,2.0,0.9,626,508,140,140,840,910,420,194,2
4,50,24714.0,1,2.0,0.9,693,620,140,140,840,910,420,194,2
4,50,24730.0,1,2.0,0.9,693,620,140,140,840,910,420,194,2
4,50,24746.0,1,2.0,0.9,769,732,140,140,840,910,420,194,2
4,50,24766.0,1,2.0,0.9,799,771,140,140,840,910,420,194,2
4,50,24781.0,1,2.0,0.9,809,784,140,140,840,910,420,194,2
4,50,24796.0,1,2.0,0.9,819,801,140,140,840,910,420,194,2
4,50,24815.0,1,2.0,0.9,825,811,140,140,840,910,420,194,2
4,50,24830.0,1,2.0,0.9,830,821,140,140,840,910,420,194,2
4,50,24847.0,1,2.0,0.9,837,837,140,140,840,910,420,194,2
4,50,24865.0,1,2.0,0.9,841,842,140,140,840,910,420,194,2
4,50,24880.0,1,2.0,0.9,851,857,140,140,840,910,420,194,2
4,50,24897.0,1,2.0,0.9,864,873,140,140,840,910,420,194,2
4,50,24914.0,1,2.0,0.9,877,885,140,140,840,910,420,194,2
4,50,24930.0,1,2.0,0.9,882,888,140,140,840,910,420,194,2
4,50,24946.0,1,2.0,0.9,893,894,140,140,840,910,420,194,2
4,50,24963.0,1,2.0,0.9,898,895,140,140,840,910,420,194,2
4,50,24981.0,1,2.0,0.9,902,896,140,140,840,910,420,194,2
4,50,24998.0,1,2.0,0.9,902,896,140,140,840,910,420,194,2
4,50,25014.0,1,2.0,0.9,902,896,140,140,840,910,420,194,2
4,50,25030.0,1,2.0,0.9,902,896,140,140,840,910,420,194,2
4,50,25046.0,1,2.0,0.9,902,896,140,140,840,910,420,194,2
4,50,25063.0,1,2.0,0.9,902,895,140,140,840,910,420,194,2
4,50,25079.0,1,2.0,0.9,902,890,140,140,840,910,420,194,2
4,50,25097.0,1,2.0,0.9,897,883,140,140,840,910,420,194,2
4,50,25114.0,1,2.0,0.9,879,847,140,140,840,910,420,194,2
4,50,25129.0,1,2.0,0.9,846,801,140,140,840,910,420,194,2
4,50,25146.0,1,2.0,0.9,814,760,140,140,840,910,420,194,2
4,50,25164.0,1,2.0,0.9,803,747,140,140,840,910,420,194,2
4,50,25183.0,1,2.0,0.9,790,729,140,140,840,910,420,194,2
4,50,25198.0,1,2.0,0.9,787,725,140,140,840,910,420,194,2
4,50,25215.0,1,2.0,0.9,787,725,140,140,840,910,420,194,2
4,50,25230.0,1,2.0,0.9,789,723,140,140,840,910,420,194,2
4,50,25247.0,1,2.0,0.9,802,722,140,140,840,910,420,194,2
4,50,25263.0,1,2.0,0.9,811,720,140,140,840,910,420,194,2
4,50,25281.0,1,2.0,0.9,841,714,140,140,840,910,420,194,2
4,50,25296.0,1,2.0,0.9,893,689,140,140,840,910,420,194,2
4,50,25314.0,1,2.0,0.9,971,643,140,140,840,910,420,194,2
4,50,25330.0,1,2.0,0.9,1012,617,140,140,840,910,420,194,2
4,50,25347.0,1,2.0,0.9,1103,557,140,140,840,910,420,194,2
4,50,25365.0,1,2.0,0.9,1142,532,140,140,840,910,420,194,2
4,50,25380.0,1,2.0,0.9,1156,524,140,140,840,910,420,194,2
4,50,25397.0,1,2.0,0.9,1157,521,140,140,840,910,420,194,2
4,50,25413.0,1,2.0,0.9,1158,516,140,140,840,910,420,194,2
4,50,25429.0,1,2.0,0.9,1158,511,140,140,840,910,420,194,2
4,50,25446.0,1,2.0,0.9,1158,511,140,140,840,910,420,194,2
4,50,25463.0,1,2.0,0.9,1159,499,140,140,840,910,420,194,2
4,50,25480.0,1,2.0,0.9,1161,486,140,140,840,910,420,194,2
4,50,25497.0,1,2.0,0.9,1166,476,140,140,840,910,420,194,2
4,50,25513.0,1,2.0,0.9,1169,468,140,140,840,910,420,194,2
4,50,25530.0,1,2.0,0.9,1169,465,140,140,840,910,420,194,2
4,50,25548.0,1,2.0,0.9,1169,461,140,140,840,910,420,194,2
4,50,25564.0,1,2.0,0.9,1169,457,140,140,840,910,420,194,2
4,50,25581.0,1,2.0,0.9,1168,455,140,140,840,910,420,194,2
4,50,25598.0,1,2.0,0.9,1165,448,140,140,840,910,420,194,2
4,50,25615.0,1,2.0,0.9,1165,446,140,140,840,910,420,194,2
4,50,25632.0,1,2.0,0.9,1164,440,140,140,840,910,420,194,2
4,50,25650.0,1,2.0,0.9,1164,433,140,140,840,910,420,194,2
4,50,25665.0,1,2.0,0.9,1164,431,140,140,840,910,420,194,2
4,50,25679.0,1,2.0,0.9,1165,422,140,140,840,910,420,194,2
4,50,25698.0,1,2.0,0.9,1170,414,140,140,840,910,420,194,2
4,50,25714.0,1,2.0,0.9,1182,401,140,140,840,910,420,194,2
4,50,25730.0,1,2.0,0.9,1195,392,140,140,840,910,420,194,2
4,50,25746.0,1,2.0,0.9,1200,388,140,140,840,910,420,194,2
4,50,25765.0,1,2.0,0.9,1209,384,140,140,840,910,420,194,2
4,50,25781.0,1,2.0,0.9,1220,380,140,140,840,910,420,194,2
4,50,25796.0,1,2.0,0.9,1232,376,140,140,840,910,420,194,2
4,50,25815.0,1,2.0,0.9,1237,375,140,140,840,910,420,194,2
4,50,25833.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25850.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25866.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25883.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25898.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25915.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25930.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25949.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25966.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,25979.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,26000.0,1,2.0,0.9,1240,374,140,140,840,910,420,194,2
4,50,26014.0,1,2.0,0.9,1244,376,140,140,840,910,420,194,2
4,50,26030.0,1,2.0,0.9,1252,381,140,140,840,910,420,194,2
4,50,26047.0,1,2.0,0.9,1252,381,140,140,840,910,420,194,2
4,50,26063.0,1,2.0,0.9,1258,386,140,140,840,910,420,194,2
4,50,26080.0,1,2.0,0.9,1260,388,140,140,840,910,420,194,2
4,50,26098.0,1,2.0,0.9,1260,388,140,140,840,910,420,194,2
4,50,26114.0,1,2.0,0.9,1262,394,140,140,840,910,420,194,2
4,50,26130.0,1,2.0,0.9,1262,405,140,140,840,910,420,194,2
4,50,26148.0,1,2.0,0.9,1262,405,140,140,840,910,420,194,2
4,50,26164.0,1,2.0,0.9,1262,405,140,140,840,910,420,194,2
4,50,26179.0,1,2.0,0.9,1260,477,140,140,840,910,420,194,2
4,50,26197.0,1,2.0,0.9,1260,477,140,140,840,910,420,194,2
4,50,26213.0,1,2.0,0.9,1260,477,140,140,840,910,420,194,2
4,50,26229.0,1,2.0,0.9,1235,508,140,140,840,910,420,194,2
4,50,26247.0,1,2.0,0.9,1235,508,140,140,840,910,420,194,2
4,50,26263.0,1,2.0,0.9,1235,508,140,140,840,910,420,194,2
4,50,26280.0,1,2.0,0.9,1180,552,140,140,840,910,420,194,2
4,50,26298.0,1,2.0,0.9,1159,568,140,140,840,910,420,194,2
4,50,26314.0,1,2.0,0.9,1159,568,140,140,840,910,420,194,2
4,50,26330.0,1,2.0,0.9,1068,630,140,140,840,910,420,194,2
4,50,26346.0,1,2.0,0.9,1068,630,140,140,840,910,420,194,2
4,50,26363.0,1,2.0,0.9,1068,630,140,140,840,910,420,194,2
4,50,26380.0,1,2.0,0.9,1054,637,140,140,840,910,420,194,2
4,50,26396.0,1,2.0,0.9,1043,642,140,140,840,910,420,194,2
4,50,26414.0,1,2.0,0.9,1043,642,140,140,840,910,420,194,2
4,50,26429.0,1,2.0,0.9,1014,648,140,140,840,910,420,194,2
4,50,26447.0,1,2.0,0.9,999,650,140,140,840,910,420,194,2
4,50,26463.0,1,2.0,0.9,999,650,140,140,840,910,420,194,2
4,50,26480.0,1,2.0,0.9,933,661,140,140,840,910,420,194,2
4,50,26496.0,1,2.0,0.9,894,670,140,140,840,910,420,194,2
4,50,26514.0,1,2.0,0.9,874,677,140,140,840,910,420,194,2
4,50,26529.0,1,2.0,0.9,828,691,140,140,840,910,420,194,2
4,50,26547.0,1,2.0,0.9,777,710,140,140,840,910,420,194,2
4,50,26563.0,1,2.0,0.9,757,717,140,140,840,910,420,194,2
4,50,26580.0,1,2.0,0.9,714,739,140,140,840,910,420,194,2
4,50,26596.0,1,2.0,0.9,698,748,140,140,840,910,420,194,2
4,50,26614.0,1,2.0,0.9,669,767,140,140,840,910,420,194,2
4,50,26630.0,1,2.0,0.9,652,779,140,140,840,910,420,194,2
4,50,26648.0,1,2.0,0.9,643,787,140,140,840,910,420,194,2
4,50,26663.0,1,2.0,0.9,641,790,140,140,840,910,420,194,2
4,50,26679.0,1,2.0,0.9,640,791,140,140,840,910,420,194,2
4,50,26699.0,1,2.0,0.9,640,791,140,140,840,910,420,194,2
4,50,26714.0,1,2.0,0.9,640,791,140,140,840,910,420,194,2
4,50,26730.0,1,2.0,0.9,640,791,140,140,840,910,420,194,2
4,50,26748.0,1,2.0,0.9,640,785,140,140,840,910,420,194,2
4,50,26763.0,1,2.0,0.9,639,768,140,140,840,910,420,194,2
4,50,26780.0,1,2.0,0.9,624,670,140,140,840,910,420,194,2
4,50,26799.0,1,2.0,0.9,578,485,140,140,840,910,420,194,2
4,50,26814.0,1,2.0,0.9,514,297,140,140,840,910,420,194,2
4,50,26830.0,1,2.0,0.9,486,230,140,140,840,910,420,194,2
4,50,26847.0,1,2.0,0.9,425,110,140,140,840,910,420,194,2
4,50,26863.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26880.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26896.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26915.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26930.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26946.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26963.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26980.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,26997.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27013.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27030.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27047.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27063.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27080.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27096.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27113.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27130.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27158.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27175.0,1,2.0,0.9,383,39,140,140,840,910,420,194,2
4,50,27193.0,1,2.0,0.9,348,93,140,140,840,910,420,194,2
4,50,27209.0,1,2.0,0.9,359,118,140,140,840,910,420,194,2
4,50,27227.0,1,2.0,0.9,384,174,140,140,840,910,420,194,2
4,50,27242.0,1,2.0,0.9,405,221,140,140,840,910,420,194,3
4,50,27260.0,1,2.0,0.9,414,238,140,140,840,910,420,194,3
4,50,27277.0,1,2.0,0.9,424,259,140,140,840,910,420,194,3
4,50,27293.0,1,2.0,0.9,425,261,140,140,840,910,420,194,3
4,50,27310.0,1,2.0,0.9,425,261,140,140,840,910,420,194,3
4,50,27326.0,1,2.0,0.9,425,261,140,140,840,910,420,194,3
4,50,27342.0,1,2.0,0.9,425,261,140,140,840,910,420,194,3
4,50,27360.0,1,2.0,0.9,425,261,140,140,840,910,420,194,3
4,50,27376.0,1,2.0,0.9,425,261,140,140,840,910,420,194,3
