trialNum, blockWidth, MillisTime, rpos, reach, leftprob, MouseX, MouseY, x0,y0, x1, y1,trialstate
2,50,0.0,2,0.0,0.1,855,797,60,150,840,787,1140,787,1
2,50,0.0,2,0.0,0.1,846,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,843,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,842,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,841,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,840,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,838,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,836,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,835,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,834,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,834,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,834,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,833,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,829,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,826,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,827,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,829,798,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,835,797,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,850,795,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,850,795,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,887,793,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,921,792,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,957,792,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,990,792,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,1009,792,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,1045,792,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,1077,791,60,150,840,787,1140,787,2
2,50,0.0,2,0.0,0.1,1094,791,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1099,791,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1101,790,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1105,789,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1112,787,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1133,784,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1151,782,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1157,781,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1166,781,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1173,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1174,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1174,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1174,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1174,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1174,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1174,780,60,150,840,787,1140,787,3
2,50,0.0,2,0.0,0.1,1170,780,60,150,840,787,1140,787,3
