timestamp, trialCnt, blockWidth, trialstate, diameter, ringdist, direc, mousex, mousey
6141.0,0,20,0,60.0,0.0,0,0
6292.0,0,20,0,60.0,0.0,0,0
6309.0,0,20,0,60.0,0.0,0,0
6325.0,0,20,0,60.0,0.0,0,0
6343.0,0,20,0,60.0,0.0,0,0
6358.0,0,20,0,60.0,0.0,0,0
6375.0,0,20,0,60.0,0.0,0,0
6392.0,0,20,0,60.0,0.0,0,0
6409.0,0,20,0,60.0,0.0,0,0
6425.0,0,20,0,60.0,0.0,0,0
6441.0,0,20,0,60.0,0.0,0,0
6460.0,0,20,0,60.0,0.0,0,0
6475.0,0,20,0,60.0,0.0,0,0
6493.0,0,20,0,60.0,0.0,0,0
6509.0,0,20,0,60.0,0.0,0,0
6525.0,0,20,0,60.0,0.0,0,0
6544.0,0,20,0,60.0,0.0,0,0
6558.0,0,20,0,60.0,0.0,0,0
6576.0,0,20,0,60.0,0.0,0,0
6591.0,0,20,0,60.0,0.0,0,0
6610.0,0,20,0,60.0,0.0,0,0
6627.0,0,20,0,60.0,0.0,389,324
6642.0,0,20,0,60.0,0.0,712,348
6660.0,0,20,0,60.0,0.0,989,391
6675.0,0,20,0,60.0,0.0,1102,430
6693.0,0,20,0,60.0,0.0,1102,430
6710.0,0,20,0,60.0,0.0,1164,475
6725.0,0,20,0,60.0,0.0,1183,498
6742.0,0,20,0,60.0,0.0,1195,514
6758.0,0,20,0,60.0,0.0,1198,520
6775.0,0,20,0,60.0,0.0,1198,520
6793.0,0,20,0,60.0,0.0,1199,520
6808.0,0,20,0,60.0,0.0,1199,520
6826.0,0,20,0,60.0,0.0,1199,520
6842.0,0,20,0,60.0,0.0,1199,520
6860.0,0,20,0,60.0,0.0,1199,520
6875.0,0,20,0,60.0,0.0,1196,520
6892.0,0,20,0,60.0,0.0,1179,518
6909.0,0,20,0,60.0,0.0,1179,518
6925.0,0,20,0,60.0,0.0,1068,509
6942.0,0,20,0,60.0,0.0,1068,509
6959.0,0,20,0,60.0,0.0,1068,509
6996.0,0,20,0,60.0,0.0,990,509
7012.0,0,20,0,60.0,0.0,942,507
7031.0,0,20,0,60.0,0.0,743,476
7045.0,0,20,0,60.0,0.0,743,476
7063.0,0,20,0,60.0,0.0,736,476
7079.0,0,20,0,60.0,0.0,729,476
7098.0,0,20,0,60.0,0.0,726,476
7115.0,0,20,0,60.0,0.0,724,476
7131.0,0,20,0,60.0,0.0,722,477
7147.0,0,20,0,60.0,0.0,722,477
7162.0,0,20,0,60.0,0.0,721,477
7179.0,0,20,0,60.0,0.0,721,478
7198.0,0,20,0,60.0,0.0,720,480
7212.0,0,20,0,60.0,0.0,718,482
7231.0,0,20,0,60.0,0.0,716,483
7247.0,0,20,0,60.0,0.0,716,484
7264.0,0,20,0,60.0,0.0,716,485
7279.0,0,20,0,60.0,0.0,720,488
7298.0,0,20,0,60.0,0.0,729,492
7313.0,0,20,0,60.0,0.0,751,501
7330.0,0,20,0,60.0,0.0,773,511
7346.0,0,20,0,60.0,0.0,785,517
7364.0,0,20,0,60.0,0.0,788,519
7381.0,0,20,0,60.0,0.0,788,519
7398.0,0,20,0,60.0,0.0,788,519
7413.0,0,20,0,60.0,0.0,788,519
7431.0,0,20,0,60.0,0.0,789,519
7447.0,0,20,0,60.0,0.0,790,518
7462.0,0,20,0,60.0,0.0,790,518
7480.0,0,20,0,60.0,0.0,790,516
7496.0,0,20,0,60.0,0.0,791,514
7514.0,0,20,0,60.0,0.0,794,512
7532.0,0,20,0,60.0,0.0,794,512
7550.0,0,20,0,60.0,0.0,794,512
7566.0,0,20,0,60.0,0.0,814,511
7581.0,0,20,0,60.0,0.0,814,511
7598.0,0,20,0,60.0,0.0,824,514
7617.0,0,20,0,60.0,0.0,829,515
7632.0,0,20,0,60.0,0.0,833,516
7649.0,0,20,0,60.0,0.0,835,517
7665.0,0,20,0,60.0,0.0,835,517
7683.0,0,20,0,60.0,0.0,835,517
7699.0,0,20,0,60.0,0.0,835,517
7715.0,0,20,0,60.0,0.0,835,517
7734.0,0,20,0,60.0,0.0,835,517
7749.0,0,20,0,60.0,0.0,835,517
