2016,7,11,14,51
timestamp, trialCnt, blockWidth, block, diameter,targetwidth, totdist, optdist
57961.0,43,25,1,270,60,309.1341,210.0
60461.0,44,25,1,270,60,1572.3987,210.0
62644.0,45,25,1,270,60,1993.275,210.0
63145.0,46,25,1,270,60,316.595,210.0
63831.0,47,25,1,270,60,1575.2158,210.0
64099.0,48,25,1,270,60,294.13535,210.0
64249.0,49,25,1,270,60,244.65894,210.0
64383.0,50,25,1,270,60,412.3375,210.0
64683.0,51,25,2,390,60,1076.2771,330.0
65448.0,52,25,2,390,60,4005.9712,330.0
65883.0,53,25,2,390,60,1227.6675,330.0
70482.0,54,25,2,390,60,1734.1619,330.0
75387.0,55,25,2,390,60,2013.7129,330.0
77096.0,56,25,2,390,60,1183.6908,330.0
78229.0,57,25,2,390,60,611.32184,330.0
79013.0,58,25,2,390,60,359.18246,330.0
79547.0,59,25,2,390,60,345.50818,330.0
82783.0,60,25,2,390,60,1472.7617,330.0
83565.0,61,25,2,390,60,536.72363,330.0
84232.0,62,25,2,390,60,431.61874,330.0
84633.0,63,25,2,390,60,336.30008,330.0
84866.0,64,25,2,390,60,340.64536,330.0
86688.0,65,25,2,390,60,807.5762,330.0
87689.0,66,25,2,390,60,354.53845,330.0
88557.0,67,25,2,390,60,354.76614,330.0
89209.0,68,25,2,390,60,366.13702,330.0
90158.0,69,25,2,390,60,346.77097,330.0
90559.0,70,25,2,390,60,335.35663,330.0
91123.0,71,25,2,390,60,373.89844,330.0
92141.0,72,25,2,390,60,1173.9294,330.0
93023.0,73,25,2,390,60,433.87256,330.0
93748.0,74,25,2,390,60,436.85065,330.0
95798.0,75,25,2,390,60,2984.7666,330.0
99318.0,76,25,3,510,60,5736.7334,450.0
99853.0,77,25,3,510,60,602.68286,450.0
100468.0,78,25,3,510,60,536.5414,450.0
101206.0,79,25,3,510,60,495.2995,450.0
101657.0,80,25,3,510,60,505.07544,450.0
102089.0,81,25,3,510,60,469.51166,450.0
102459.0,82,25,3,510,60,479.77484,450.0
102828.0,83,25,3,510,60,474.47906,450.0
103178.0,84,25,3,510,60,473.7179,450.0
109414.0,85,25,3,510,60,10309.95,450.0
109986.0,86,25,3,510,60,525.1302,450.0
110784.0,87,25,3,510,60,1638.9268,450.0
114984.0,88,25,3,510,60,7823.404,450.0
115367.0,89,25,3,510,60,625.07965,450.0
116218.0,90,25,3,510,60,2476.643,450.0
116435.0,91,25,3,510,60,1231.1776,450.0
116717.0,92,25,3,510,60,942.5039,450.0
117585.0,93,25,3,510,60,2995.2002,450.0
119568.0,94,25,3,510,60,10910.606,450.0
120187.0,95,25,3,510,60,3837.0212,450.0
120335.0,96,25,3,510,60,502.83636,450.0
120852.0,97,25,3,510,60,1967.8209,450.0
121401.0,98,25,3,510,60,1742.6287,450.0
121868.0,99,25,3,510,60,2651.7886,450.0
123003.0,100,25,3,510,60,4803.023,450.0
123369.0,101,25,4,390,60,2180.151,330.0
126286.0,102,25,4,390,60,18127.354,330.0
126953.0,103,25,4,390,60,3403.5818,330.0
127070.0,104,25,4,390,60,369.33563,330.0
130107.0,105,25,4,390,60,13781.355,330.0
132124.0,106,25,4,390,60,6447.965,330.0
132374.0,107,25,4,390,60,787.93097,330.0
134057.0,108,25,4,390,60,5238.855,330.0
135347.0,109,25,4,390,60,3071.6135,330.0
136061.0,110,25,4,390,60,1797.0665,330.0
136195.0,111,25,4,390,60,357.6968,330.0
137713.0,112,25,4,390,60,2045.1953,330.0
138045.0,113,25,4,390,60,377.87787,330.0
139128.0,114,25,4,390,60,3919.0432,330.0
139412.0,115,25,4,390,60,564.3688,330.0
142936.0,116,25,4,390,60,5585.9287,330.0
144385.0,117,25,4,390,60,1009.8232,330.0
144571.0,118,25,4,390,60,377.53534,330.0
145419.0,119,25,4,390,60,461.0325,330.0
146001.0,120,25,4,390,60,342.1131,330.0
146637.0,121,25,4,390,60,366.42218,330.0
148535.0,122,25,4,390,60,695.6497,330.0
150120.0,123,25,4,390,60,1063.2909,330.0
152632.0,124,25,4,390,60,502.94406,330.0
156072.0,125,25,4,390,60,2483.147,330.0
157904.0,126,25,5,270,60,640.65405,210.0
161608.0,127,25,5,270,60,989.8536,210.0
164309.0,128,25,5,270,60,2042.8672,210.0
168426.0,129,25,5,270,60,3927.8538,210.0
168824.0,130,25,5,270,60,245.24092,210.0
170688.0,131,25,5,270,60,803.2335,210.0
171537.0,132,25,5,270,60,239.89894,210.0
171855.0,133,25,5,270,60,226.00899,210.0
172288.0,134,25,5,270,60,231.70764,210.0
173772.0,135,25,5,270,60,816.42645,210.0
174057.0,136,25,5,270,60,426.2272,210.0
174306.0,137,25,5,270,60,235.63702,210.0
174940.0,138,25,5,270,60,262.93002,210.0
175222.0,139,25,5,270,60,172.64503,210.0
176024.0,140,25,5,270,60,214.34889,210.0
178055.0,141,25,5,270,60,627.1654,210.0
179824.0,142,25,5,270,60,797.8891,210.0
180057.0,143,25,5,270,60,270.10355,210.0
180489.0,144,25,5,270,60,240.59833,210.0
180838.0,145,25,5,270,60,239.91608,210.0
182139.0,146,25,5,270,60,802.9082,210.0
183757.0,147,25,5,270,60,774.22345,210.0
185007.0,148,25,5,270,60,1433.7965,210.0
187239.0,149,25,5,270,60,2679.0823,210.0
188221.0,150,25,5,270,60,1093.7198,210.0
188790.0,151,25,6,150,60,639.6514,90.0
189873.0,152,25,6,150,60,959.4807,90.0
190788.0,153,25,6,150,60,1162.9419,90.0
192058.0,154,25,6,150,60,2347.5515,90.0
192994.0,155,25,6,150,60,781.64026,90.0
193475.0,156,25,6,150,60,405.12775,90.0
193592.0,157,25,6,150,60,95.131485,90.0
194142.0,158,25,6,150,60,458.1912,90.0
196792.0,159,25,6,150,60,2362.0408,90.0
197076.0,160,25,6,150,60,104.981834,90.0
198479.0,161,25,6,150,60,915.3518,90.0
199415.0,162,25,6,150,60,857.17285,90.0
199731.0,163,25,6,150,60,149.42429,90.0
199950.0,164,25,6,150,60,104.4367,90.0
200215.0,165,25,6,150,60,127.32301,90.0
200967.0,166,25,6,150,60,597.71136,90.0
201532.0,167,25,6,150,60,534.2086,90.0
202765.0,168,25,6,150,60,771.38995,90.0
203168.0,169,25,6,150,60,339.74634,90.0
204200.0,170,25,6,150,60,1238.2593,90.0
204334.0,171,25,6,150,60,109.81227,90.0
204836.0,172,25,6,150,60,259.4309,90.0
205505.0,173,25,6,150,60,107.114296,90.0
205653.0,174,25,6,150,60,146.25781,90.0
206003.0,175,25,6,150,60,112.40866,90.0
