2016,7,12,10,54
timestamp, trialCnt, blockWidth, block, diameter,targetwidth, totdist, optdist
1265745.0,82,25,3,510,60,473.77225,450.0
1274621.0,83,25,3,510,60,493.2502,450.0
1284914.0,84,25,3,510,60,478.282,450.0
1314932.0,85,25,3,510,60,484.06323,450.0
1318549.0,86,25,3,510,60,464.49512,450.0
1320488.0,87,25,3,510,60,474.0134,450.0
1323038.0,88,25,3,510,60,468.48334,450.0
1325195.0,89,25,3,510,60,476.6714,450.0
1326815.0,90,25,3,510,60,489.06393,450.0
1565091.0,91,25,3,510,60,565.31647,450.0
1571697.0,92,25,3,510,60,495.47592,450.0
1574562.0,93,25,3,510,60,484.95462,450.0
1576187.0,94,25,3,510,60,474.21875,450.0
1582176.0,95,25,3,510,60,515.9642,450.0
1584066.0,96,25,3,510,60,459.83163,450.0
1585348.0,97,25,3,510,60,461.47925,450.0
1586298.0,98,25,3,510,60,486.83228,450.0
1588750.0,99,25,3,510,60,498.1044,450.0
1600755.0,100,25,3,510,60,1064.1494,450.0
1602572.0,101,25,4,390,60,377.31458,330.0
1605941.0,102,25,4,390,60,353.474,330.0
1607008.0,103,25,4,390,60,349.76654,330.0
1607890.0,104,25,4,390,60,359.36136,330.0
1611272.0,105,25,4,390,60,386.2014,330.0
1613970.0,106,25,4,390,60,960.34686,330.0
1616655.0,107,25,4,390,60,1288.5554,330.0
1618021.0,108,25,4,390,60,746.905,330.0
1620289.0,109,25,4,390,60,791.4452,330.0
1623305.0,110,25,4,390,60,1229.0046,330.0
1624672.0,111,25,4,390,60,832.99615,330.0
1625888.0,112,25,4,390,60,353.06445,330.0
1633593.0,113,25,4,390,60,3637.3923,330.0
1637710.0,114,25,4,390,60,1678.3618,330.0
1667987.0,115,25,4,390,60,352.58655,330.0
1675893.0,116,25,4,390,60,340.38736,330.0
1683948.0,117,25,4,390,60,348.1804,330.0
1692871.0,118,25,4,390,60,341.2887,330.0
1701004.0,119,25,4,390,60,345.2776,330.0
1706429.0,120,25,4,390,60,351.0961,330.0
1719920.0,121,25,4,390,60,370.41675,330.0
1722402.0,122,25,4,390,60,342.13312,330.0
1773343.0,123,25,4,390,60,355.81927,330.0
1774361.0,124,25,4,390,60,374.30942,330.0
1775411.0,125,25,4,390,60,347.8243,330.0
1776710.0,126,25,5,270,60,226.35158,210.0
1777910.0,127,25,5,270,60,390.51236,210.0
1778828.0,128,25,5,270,60,256.07623,210.0
1782533.0,129,25,5,270,60,1541.03,210.0
1783774.0,130,25,5,270,60,389.43185,210.0
1785225.0,131,25,5,270,60,262.67377,210.0
1787058.0,132,25,5,270,60,836.3361,210.0
1788107.0,133,25,5,270,60,220.75511,210.0
