2016,7,24,12,1
timestamp, trialCnt, blockWidth, block, diameter,targetwidth, totdist, optdist, diff, turnx, turny
27770.0,1,25,0,150,60,129.12445,90.0,39.12445,846,400
29421.0,2,25,0,150,60,148.02841,90.0,58.02841,815,399
30507.0,3,25,0,150,60,203.52853,90.0,113.528534,822,387
32043.0,4,25,0,150,60,156.58386,90.0,66.58386,803,392
37100.0,5,25,0,150,60,1415.1133,90.0,1325.1133,773,657
37757.0,6,25,0,150,60,141.0486,90.0,51.0486,851,389
38122.0,7,25,0,150,60,139.31857,90.0,49.318573,825,655
39357.0,8,25,0,150,60,145.83044,90.0,55.830444,844,383
42077.0,9,25,0,150,60,236.40945,90.0,146.40945,841,413
43228.0,10,25,0,150,60,149.62756,90.0,59.627563,832,398
50382.0,11,25,0,150,60,1568.5857,90.0,1478.5857,853,401
53140.0,12,25,0,150,60,516.01086,90.0,426.01086,820,403
54640.0,13,25,0,150,60,268.85107,90.0,178.85107,828,407
56907.0,14,25,0,150,60,242.63333,90.0,152.63333,798,391
60981.0,15,25,0,150,60,401.47455,90.0,311.47455,792,392
63559.0,16,25,0,150,60,528.3482,90.0,438.3482,801,401
64914.0,17,25,0,150,60,196.80598,90.0,106.805984,830,417
67285.0,18,25,0,150,60,231.3535,90.0,141.3535,799,403
68552.0,19,25,0,150,60,171.4094,90.0,81.40939,825,386
69118.0,20,25,0,150,60,137.31688,90.0,47.31688,836,631
71018.0,21,25,0,150,60,742.8003,90.0,652.8003,799,387
72453.0,22,25,0,150,60,289.0678,90.0,199.06781,804,396
78335.0,23,25,0,150,60,1360.0403,90.0,1270.0403,857,382
80061.0,24,25,0,150,60,283.58597,90.0,193.58597,813,389
81348.0,25,25,0,150,60,223.23283,90.0,133.23283,816,384
85003.0,26,25,1,270,60,738.1726,210.0,528.1726,816,312
87638.0,27,25,1,270,60,731.41,210.0,521.41,829,304
89071.0,28,25,1,270,60,571.77155,210.0,361.77155,824,312
91038.0,29,25,1,270,60,580.7832,210.0,370.7832,819,302
92921.0,30,25,1,270,60,333.9496,210.0,123.949585,811,294
94637.0,31,25,1,270,60,431.9154,210.0,221.9154,823,292
96120.0,32,25,1,270,60,406.3542,210.0,196.35419,827,272
97737.0,33,25,1,270,60,479.5518,210.0,269.5518,831,268
99305.0,34,25,1,270,60,380.24225,210.0,170.24225,811,265
119123.0,35,25,1,270,60,6006.8022,210.0,5796.8022,862,272
123810.0,36,25,1,270,60,1542.6074,210.0,1332.6074,890,295
126029.0,37,25,1,270,60,581.24426,210.0,371.24426,916,272
127638.0,38,25,1,270,60,504.9476,210.0,294.9476,897,278
129443.0,39,25,1,270,60,492.57004,210.0,282.57004,909,272
130842.0,40,25,1,270,60,430.0138,210.0,220.0138,913,278
134808.0,41,25,1,270,60,627.1096,210.0,417.10962,923,287
136791.0,42,25,1,270,60,350.27673,210.0,140.27673,911,289
138640.0,43,25,1,270,60,287.24716,210.0,77.24716,928,279
140196.0,44,25,1,270,60,333.42535,210.0,123.425354,940,284
141596.0,45,25,1,270,60,344.99063,210.0,134.99063,914,296
143080.0,46,25,1,270,60,289.02582,210.0,79.02582,924,272
146813.0,47,25,1,270,60,858.1473,210.0,648.1473,979,298
156448.0,48,25,1,270,60,3130.3438,210.0,2920.3438,735,709
192812.0,49,25,1,270,60,16252.057,210.0,16042.057,863,290
198580.0,50,25,1,270,60,1542.6816,210.0,1332.6816,853,285
207176.0,51,25,2,390,60,2485.0984,330.0,2155.0984,851,184
208864.0,52,25,2,390,60,492.20795,330.0,162.20795,835,175
210712.0,53,25,2,390,60,532.5486,330.0,202.54858,842,181
212647.0,54,25,2,390,60,789.68884,330.0,459.68884,820,176
215068.0,55,25,2,390,60,686.49084,330.0,356.49084,822,163
217019.0,56,25,2,390,60,710.28217,330.0,380.28217,812,180
219202.0,57,25,2,390,60,806.62366,330.0,476.62366,811,161
221039.0,58,25,2,390,60,574.0952,330.0,244.09521,819,184
222641.0,59,25,2,390,60,421.6984,330.0,91.698395,812,191
224138.0,60,25,2,390,60,505.3437,330.0,175.34369,831,189
225540.0,61,25,2,390,60,547.48865,330.0,217.48865,801,184
227639.0,62,25,2,390,60,636.1191,330.0,306.11908,814,172
229789.0,63,25,2,390,60,669.22125,330.0,339.22125,810,145
230940.0,64,25,2,390,60,503.28207,330.0,173.28207,824,171
232073.0,65,25,2,390,60,448.43637,330.0,118.43637,814,191
233590.0,66,25,2,390,60,548.416,330.0,218.41602,829,187
235107.0,67,25,2,390,60,742.59753,330.0,412.59753,813,177
236374.0,68,25,2,390,60,580.12616,330.0,250.12616,809,145
239441.0,69,25,2,390,60,1429.0858,330.0,1099.0858,845,152
241023.0,70,25,2,390,60,615.26636,330.0,285.26636,808,182
242190.0,71,25,2,390,60,629.3831,330.0,299.38312,800,197
243341.0,72,25,2,390,60,920.93585,330.0,590.93585,812,156
244424.0,73,25,2,390,60,706.89703,330.0,376.89703,809,146
245525.0,74,25,2,390,60,810.5187,330.0,480.51868,814,150
246674.0,75,25,2,390,60,684.99133,330.0,354.99133,808,182
249924.0,76,25,3,510,60,1009.74634,450.0,559.74634,804,39
251374.0,77,25,3,510,60,631.24176,450.0,181.24176,797,27
254859.0,78,25,3,510,60,948.326,450.0,498.326,805,49
256710.0,79,25,3,510,60,568.91034,450.0,118.91034,812,52
259417.0,80,25,3,510,60,582.31244,450.0,132.31244,851,46
261583.0,81,25,3,510,60,599.0774,450.0,149.0774,809,66
263148.0,82,25,3,510,60,609.85034,450.0,159.85034,827,43
264765.0,83,25,3,510,60,542.00323,450.0,92.003235,868,57
266432.0,84,25,3,510,60,609.61084,450.0,159.61084,840,29
268415.0,85,25,3,510,60,641.6987,450.0,191.69873,856,43
270132.0,86,25,3,510,60,597.7199,450.0,147.71991,847,19
271503.0,87,25,3,510,60,529.3295,450.0,79.32953,840,58
272737.0,88,25,3,510,60,526.099,450.0,76.099,851,59
274005.0,89,25,3,510,60,542.7977,450.0,92.79773,815,42
275793.0,90,25,3,510,60,586.50977,450.0,136.50977,851,26
276846.0,91,25,3,510,60,533.14484,450.0,83.14484,842,43
277915.0,92,25,3,510,60,558.2577,450.0,108.25769,871,33
279167.0,93,25,3,510,60,528.9281,450.0,78.9281,904,55
284089.0,94,25,3,510,60,1594.1383,450.0,1144.1383,834,58
287071.0,95,25,3,510,60,480.29318,450.0,30.293182,809,63
289056.0,96,25,3,510,60,485.7734,450.0,35.773407,817,67
291455.0,97,25,3,510,60,469.32855,450.0,19.328552,805,73
294171.0,98,25,3,510,60,482.6156,450.0,32.6156,817,56
296422.0,99,25,3,510,60,483.17813,450.0,33.17813,817,69
298189.0,100,25,3,510,60,507.7465,450.0,57.74649,821,74
308005.0,101,25,4,390,60,2861.4646,330.0,2531.4646,878,185
309244.0,102,25,4,390,60,516.6404,330.0,186.64038,813,173
311511.0,103,25,4,390,60,891.51746,330.0,561.51746,827,170
313995.0,104,25,4,390,60,612.39014,330.0,282.39014,826,193
316904.0,105,25,4,390,60,577.8368,330.0,247.83679,825,184
318306.0,106,25,4,390,60,789.94464,330.0,459.94464,829,184
319471.0,107,25,4,390,60,428.27213,330.0,98.272125,802,195
321650.0,108,25,4,390,60,429.929,330.0,99.928986,829,178
323472.0,109,25,4,390,60,409.5734,330.0,79.573395,821,176
324653.0,110,25,4,390,60,355.9841,330.0,25.9841,821,189
326487.0,111,25,4,390,60,372.07562,330.0,42.075623,817,171
327487.0,112,25,4,390,60,363.05264,330.0,33.052643,824,172
328871.0,113,25,4,390,60,430.17706,330.0,100.17706,821,182
330987.0,114,25,4,390,60,792.73816,330.0,462.73816,823,183
334873.0,115,25,4,390,60,1764.5402,330.0,1434.5402,813,167
337806.0,116,25,4,390,60,911.78845,330.0,581.78845,787,167
339073.0,117,25,4,390,60,944.3719,330.0,614.3719,842,170
340173.0,118,25,4,390,60,535.823,330.0,205.823,848,187
341258.0,119,25,4,390,60,693.91003,330.0,363.91003,870,179
344090.0,120,25,4,390,60,1839.0381,330.0,1509.0381,677,192
355785.0,121,25,4,390,60,7255.75,330.0,6925.75,814,162
356919.0,122,25,4,390,60,569.7893,330.0,239.7893,810,193
358152.0,123,25,4,390,60,415.10928,330.0,85.10928,797,196
359635.0,124,25,4,390,60,524.3406,330.0,194.34058,802,184
360618.0,125,25,4,390,60,423.3382,330.0,93.338196,796,147
376207.0,126,25,5,270,60,3877.49,210.0,3667.49,820,293
378589.0,127,25,5,270,60,866.47174,210.0,656.47174,808,287
381123.0,128,25,5,270,60,542.0285,210.0,332.0285,798,294
381925.0,129,25,5,270,60,481.21082,210.0,271.21082,826,288
383508.0,130,25,5,270,60,307.16357,210.0,97.163574,822,294
384959.0,131,25,5,270,60,264.37378,210.0,54.37378,805,290
386059.0,132,25,5,270,60,252.98007,210.0,42.980072,816,302
387523.0,133,25,5,270,60,243.41458,210.0,33.41458,814,287
388641.0,134,25,5,270,60,238.25778,210.0,28.257782,832,302
389857.0,135,25,5,270,60,285.97458,210.0,75.97458,784,281
390959.0,136,25,5,270,60,254.34642,210.0,44.34642,804,304
392241.0,137,25,5,270,60,248.89214,210.0,38.892136,789,296
393691.0,138,25,5,270,60,312.17004,210.0,102.170044,808,291
394857.0,139,25,5,270,60,277.11163,210.0,67.11163,820,297
395891.0,140,25,5,270,60,251.34477,210.0,41.344772,831,293
396874.0,141,25,5,270,60,273.83533,210.0,63.835327,838,274
398227.0,142,25,5,270,60,294.03174,210.0,84.03174,819,279
400185.0,143,25,5,270,60,547.5564,210.0,337.5564,856,312
401040.0,144,25,5,270,60,437.9224,210.0,227.9224,821,297
402123.0,145,25,5,270,60,264.978,210.0,54.977997,835,306
403358.0,146,25,5,270,60,367.4197,210.0,157.41971,845,306
404091.0,147,25,5,270,60,460.849,210.0,250.849,813,276
405240.0,148,25,5,270,60,232.7045,210.0,22.704498,837,303
406023.0,149,25,5,270,60,438.35974,210.0,228.35974,833,296
406907.0,150,25,5,270,60,255.96371,210.0,45.963715,843,275
447522.0,151,25,6,150,60,13908.413,90.0,13818.413,787,428
447722.0,152,25,6,150,60,94.96419,90.0,4.9641876,814,437
453322.0,153,25,6,150,60,1566.9437,90.0,1476.9437,780,426
455463.0,154,25,6,150,60,426.13654,90.0,336.13654,818,426
456414.0,155,25,6,150,60,129.9068,90.0,39.9068,828,405
457769.0,156,25,6,150,60,133.37222,90.0,43.372223,837,396
458666.0,157,25,6,150,60,144.08524,90.0,54.085236,821,420
459450.0,158,25,6,150,60,149.1042,90.0,59.104202,830,380
460067.0,159,25,6,150,60,169.18852,90.0,79.18852,840,378
461020.0,160,25,6,150,60,147.95915,90.0,57.959152,855,403
461884.0,161,25,6,150,60,206.81113,90.0,116.81113,820,391
463918.0,162,25,6,150,60,295.70447,90.0,205.70447,811,411
465067.0,163,25,6,150,60,257.9128,90.0,167.91281,840,430
466200.0,164,25,6,150,60,194.96565,90.0,104.96565,843,414
466820.0,165,25,6,150,60,150.80034,90.0,60.80034,834,384
467884.0,166,25,6,150,60,130.37592,90.0,40.375916,850,415
469151.0,167,25,6,150,60,129.64218,90.0,39.64218,840,403
470846.0,168,25,6,150,60,144.60907,90.0,54.60907,850,400
471929.0,169,25,6,150,60,151.9698,90.0,61.969803,843,395
472980.0,170,25,6,150,60,130.6395,90.0,40.639496,840,405
474230.0,171,25,6,150,60,139.32655,90.0,49.326553,827,391
474946.0,172,25,6,150,60,133.18016,90.0,43.18016,826,406
478247.0,173,25,6,150,60,915.39514,90.0,825.39514,812,382
478932.0,174,25,6,150,60,135.57289,90.0,45.57289,823,426
480114.0,175,25,6,150,60,138.13188,90.0,48.13188,844,408
