2016,8,19,13,41
timestamp, trialNum, blockWidth, reach, leftprob, subjpos, Rightorwrong, rpos, forageDist, totDist, optdist, diff, score
342037,206,50,1.0,0.5,1,0.0,2,1831.6333,2621.7712,392.19568,2229.5757,12183
343599,207,50,1.0,0.5,1,0.0,2,1998.3954,2894.5903,392.19568,2502.3945,12183
345266,208,50,1.0,0.5,2,0.0,1,1841.3058,2997.055,392.19568,2604.8594,12183
346615,209,50,1.0,0.5,1,0.0,2,2087.5625,2594.4583,392.19568,2202.2627,12183
347434,210,50,1.0,0.5,2,1.0,2,469.19907,961.041,392.19568,568.84534,12305
348981,211,50,1.0,0.5,2,0.0,1,1633.4445,2310.8398,392.19568,1918.6442,12305
350486,212,50,1.0,0.5,2,0.0,1,1897.5037,2523.7588,392.19568,2131.563,12305
352020,213,50,1.0,0.5,2,1.0,2,581.33075,2181.3381,392.19568,1789.1425,12359
353274,214,50,1.0,0.5,2,0.0,1,1350.0824,2004.7217,392.19568,1612.526,12359
353960,215,50,1.0,0.5,1,1.0,1,497.0648,1175.0542,392.19568,782.8585,12459
354608,216,50,1.0,0.5,1,1.0,1,550.5794,1261.7854,392.19568,869.5897,12553
355210,217,50,1.0,0.5,1,1.0,1,518.453,1090.7866,392.19568,698.59094,12660
357002,218,50,1.0,0.5,1,0.0,2,1736.1283,2315.4697,392.19568,1923.274,12660
357668,219,50,1.0,0.5,1,1.0,1,613.85736,1665.5759,392.19568,1273.3802,12731
359017,220,50,1.0,0.5,1,0.0,2,1925.9308,2556.9883,392.19568,2164.7925,12731
360175,221,50,1.0,0.5,2,1.0,2,957.09644,1740.5991,392.19568,1348.4034,12799
361104,222,50,1.0,0.5,2,1.0,2,540.7851,1173.1509,392.19568,780.9552,12899
363413,223,50,1.0,0.5,2,0.0,1,1999.2905,2623.6592,392.19568,2231.4634,12899
365146,224,50,1.0,0.5,1,0.0,2,1841.77,2371.1123,392.19568,1978.9166,12899
365862,225,50,1.0,0.5,2,1.0,2,572.44543,1226.8694,392.19568,834.6737,12995
367412,226,50,1.0,0.5,2,0.0,1,1545.6111,2241.9417,392.19568,1849.746,12995
368932,227,50,1.0,0.5,2,0.0,1,1459.0085,2080.1096,392.19568,1687.914,12995
370802,228,50,1.0,0.5,1,0.0,2,2100.6855,4005.7124,392.19568,3613.5166,12995
373004,229,50,1.0,0.5,2,0.0,1,1775.9723,2471.4644,392.19568,2079.2686,12995
374020,230,50,1.0,0.5,1,1.0,1,584.3337,2215.291,392.19568,1823.0953,13048
374755,231,50,1.0,0.5,1,1.0,1,633.34924,1515.6304,392.19568,1123.4347,13126
375688,232,50,1.0,0.5,1,1.0,1,477.17072,993.382,392.19568,601.18634,13244
377487,233,50,1.0,0.5,1,0.0,2,1996.5273,2739.065,392.19568,2346.8691,13244
379255,234,50,1.0,0.5,2,0.0,1,1845.8296,2527.0676,392.19568,2134.872,13244
380791,235,50,1.0,0.5,1,0.0,2,1775.1218,2489.1213,392.19568,2096.9258,13244
382890,236,50,1.0,0.5,1,0.0,2,2124.5996,2776.5288,392.19568,2384.333,13244
383846,237,50,1.0,0.5,2,1.0,2,770.1961,1474.3711,392.19568,1082.1754,13324
385281,238,50,1.0,0.5,2,0.0,1,1568.5233,2386.3813,392.19568,1994.1857,13324
386798,239,50,1.0,0.5,1,1.0,1,553.4919,2323.5437,392.19568,1931.348,13374
390132,240,50,1.0,0.5,2,0.0,1,3538.1384,4197.0156,392.19568,3804.8198,13374
392449,241,50,1.0,0.5,1,0.0,2,1889.5349,2562.691,392.19568,2170.495,13374
393991,242,50,1.0,0.5,2,1.0,2,646.9195,2663.1658,392.19568,2270.9702,13419
395692,243,50,1.0,0.5,1,0.0,2,1551.1838,2121.8293,392.19568,1729.6337,13419
398142,244,50,1.0,0.5,2,0.0,1,3197.185,4061.3022,392.19568,3669.1064,13419
399044,245,50,1.0,0.5,1,1.0,1,534.95844,1533.9819,392.19568,1141.7863,13495
399776,246,50,1.0,0.5,1,1.0,1,567.47125,1364.9991,392.19568,972.80347,13582
400276,247,50,1.0,0.5,1,1.0,1,523.9002,1359.2031,392.19568,967.00745,13668
403144,248,50,1.0,0.5,1,0.0,2,5199.4004,5833.707,392.19568,5441.511,13668
403962,249,50,1.0,0.5,2,1.0,2,646.3561,1666.5476,392.19568,1274.3519,13739
404760,250,50,1.0,0.5,2,1.0,2,622.66504,1322.0195,392.19568,929.82385,13828
411111,251,50,2.0,0.5,2,0.0,1,9313.308,10225.006,689.69934,9535.307,13828
412230,252,50,2.0,0.5,1,1.0,1,903.7748,1904.8533,689.69934,1215.1539,13936
416096,253,50,2.0,0.5,1,0.0,2,4567.8823,5268.3403,392.19568,4876.1445,13936
418213,254,50,2.0,0.5,1,1.0,1,939.6467,3523.7227,689.69934,2834.0234,13995
419147,255,50,2.0,0.75,1,1.0,1,916.2407,2127.1792,689.69934,1437.4799,14092
420266,256,50,2.0,0.75,1,1.0,1,847.41516,1879.3053,689.69934,1189.606,14202
421553,257,50,2.0,0.75,1,1.0,1,1193.2728,2095.185,689.69934,1405.4857,14301
424053,258,50,2.0,0.75,1,1.0,1,871.2242,2270.5347,689.69934,1580.8353,14392
426201,259,50,2.0,0.75,1,0.0,2,2797.6992,3382.5757,392.19568,2990.38,14392
427909,260,50,2.0,0.75,1,0.0,2,2244.2053,3016.1418,392.19568,2623.9463,14392
428936,261,50,2.0,0.75,2,1.0,2,870.47266,1670.5519,392.19568,1278.3562,14463
430590,262,50,2.0,0.75,2,0.0,1,2386.8918,3610.2258,689.69934,2920.5264,14463
431558,263,50,2.0,0.75,1,1.0,1,1234.9282,2139.7368,689.69934,1450.0375,14559
436291,264,50,2.0,0.75,1,0.0,2,6927.083,7863.243,392.19568,7471.0474,14559
438056,265,50,2.0,0.75,2,0.0,1,2532.721,3545.5183,689.69934,2855.8188,14559
439624,266,50,2.0,0.75,1,1.0,1,1909.5195,3364.5244,689.69934,2674.8252,14621
440931,267,50,2.0,0.75,1,1.0,1,1201.6754,2361.5762,689.69934,1671.8768,14709
