10899,0.27
10899,62.37
10899,62.8
10899,62.39
10899,62.39
10899,62.39
10899,62.39
10899,62.39
10899,62.39
10899,62.39
13123,62.78
13140,62.41
13176,62.32
13176,61.68
13191,61.17
13224,62.04
13224,61.53
13259,61.32
13275,61.17
13292,61.17
13310,60.91
13325,60.45
13342,61.01
13374,60.09
13392,60.19
13408,59.73
13425,59.52
13441,60.09
13458,59.57
13473,59.31
13491,59.21
13508,58.54
13524,59.3
13559,58.69
13575,58.01
13591,58.33
13608,58.59
13627,57.39
13641,57.71
13659,57.03
13675,56.68
13711,57.41
13711,56.27
13744,55.95
13761,55.53
13776,55.33
13794,55.43
13810,54.66
13826,54.35
13844,54.04
13859,54.18
13877,53.45
13911,53.61
13926,53.33
13945,53.56
13959,52.92
13976,52.3
13996,52.56
14012,52.41
14026,52.25
14044,52.15
14061,52.04
14077,51.58
14093,51.79
14110,51.68
14144,51.58
14160,51.48
14177,51.8
14194,52.1
14210,51.12
14226,51.49
14244,51.01
14261,51.43
14276,51.39
14293,50.96
14329,51.07
14329,51.37
14365,51.07
14382,50.96
14402,51.37
14415,50.98
14433,50.96
14449,50.96
14466,51.39
14481,51.8
14499,50.93
14532,50.81
14550,50.67
14566,50.46
14582,50.65
14599,50.34
14616,49.62
14633,48.85
14652,48.95
14665,48.64
14685,48.26
14699,48.37
14717,47.59
14732,47.92
14749,47.23
14765,47.34
14783,46.77
14799,46.56
14816,46.51
14832,47.13
14849,46.1
14882,46.07
14902,45.79
14902,46.15
14915,45.53
14933,45.79
14949,45.02
14965,44.79
14983,44.59
14999,44.35
15016,44.54
15032,44.28
15049,43.56
15066,43.3
15083,43.56
15099,42.84
15116,42.99
15134,42.27
15150,42.32
15167,42.01
15183,41.37
15199,41.12
15217,41.29
15217,40.91
15217,40.29
15273,40.03
15273,40.09
15304,39.47
15304,39.21
15336,39.73
15336,39.05
15353,38.73
15370,38.01
15406,37.7
15406,38.16
15406,37.54
15448,37.23
15448,36.92
15480,36.15
15480,36.15
15516,35.41
15516,35.46
15516,34.69
15559,35.21
15559,34.45
15592,34.07
15592,33.25
15592,32.94
15635,32.58
15651,32.27
15667,32.37
15685,31.6
15685,31.34
15702,31.44
15718,30.65
15735,29.88
15735,30.29
15775,29.93
15775,29.57
15775,29.16
15826,28.32
15826,27.54
15826,27.7
15869,26.87
15869,26.82
15869,26.46
15869,26.2
15931,25.84
15931,25.36
15931,25.12
15976,24.33
15992,23.92
16009,23.93
16009,23.11
16045,23.4
16062,22.58
16078,22.27
16114,21.86
16128,21.65
16148,21.34
16162,21.07
16178,20.82
16195,20.93
16228,20.7
16245,19.97
16262,19.88
16279,20.09
16295,19.47
16330,19.31
16346,19.16
16362,19.0
16378,19.31
16394,18.75
16428,18.54
16445,18.54
16461,18.42
16479,18.33
16494,18.64
16511,18.16
16527,17.97
16562,18.01
16578,17.82
16594,18.23
16611,18.18
16628,17.66
16645,17.54
16678,17.9
16696,17.39
16712,17.75
16729,17.22
16745,17.54
16762,17.08
16794,17.39
16811,16.94
16827,17.3
16845,16.79
16862,16.74
16878,16.67
16895,16.98
16930,16.92
16947,16.82
16963,16.25
16979,16.15
16998,16.41
17013,16.24
17030,15.62
17046,15.41
17063,15.21
17080,15.0
17095,15.31
17131,14.54
17131,14.24
17165,14.02
17197,13.73
17214,13.2
17230,12.78
17247,11.68
17283,11.68
17299,11.37
17316,11.07
17331,10.29
17365,9.98
17382,10.02
17400,9.88
17432,8.99
17451,8.73
17482,8.21
17515,8.37
17532,7.84
17569,8.11
17582,7.32
17600,6.55
17635,6.08
17650,6.13
17668,6.17
17683,5.4
17716,5.09
17733,5.24
17750,4.57
17766,4.73
17783,4.52
17815,3.68
17833,4.09
17849,3.37
17883,3.68
17901,3.57
17933,3.47
17948,3.44
17966,2.96
17999,2.96
18015,2.96
18032,2.96
18049,2.96
18083,2.96
18102,2.96
18133,2.96
18149,3.42
18167,3.42
18198,3.42
18216,3.32
18232,3.32
18248,3.42
18266,3.42
18281,3.32
18298,3.47
18317,3.47
18331,3.47
18350,3.37
18366,3.47
18382,3.83
18417,3.93
18434,3.52
18466,3.54
18482,3.52
18499,3.88
18517,3.57
18533,3.57
18565,3.57
18583,3.57
18616,3.57
18632,3.57
18665,3.57
18683,3.57
18716,3.57
18732,3.57
18749,3.47
18765,3.59
18782,3.59
18815,3.57
18833,3.57
18865,3.57
18882,3.57
18899,3.99
18916,3.99
18949,3.42
18966,3.42
18982,3.54
19000,3.52
19033,3.54
19049,3.52
19066,3.52
19084,3.42
19099,3.54
19134,3.52
19149,3.93
19166,3.47
19183,3.47
19215,3.49
19233,3.42
19250,3.42
19283,3.42
19299,2.96
19316,3.38
19332,2.9
19366,2.8
19383,2.9
19416,2.9
19435,3.32
19450,3.32
19484,3.32
19500,3.21
19516,3.33
19532,3.21
19550,3.33
19584,3.32
19599,3.32
19616,3.32
19650,2.9
19666,2.9
19700,2.9
19716,3.37
19734,2.96
19752,3.42
19767,3.42
19801,3.42
19818,3.42
19834,3.44
19868,3.44
19868,3.47
19902,3.59
19918,3.32
19935,3.9
19951,3.99
19988,3.73
20002,4.36
20019,4.11
20037,4.26
20051,4.91
20068,4.66
20085,5.24
20101,5.09
20118,5.81
20134,6.37
20172,5.77
20185,6.08
20202,6.96
20218,7.16
20251,7.58
20271,8.78
20285,8.93
20304,9.43
20319,9.78
20337,10.14
20352,10.55
20370,11.01
20385,11.53
20402,11.89
