25848,6.65,9.9
25848,6.67,9.9
25848,6.67,10.02
25848,6.56,9.91
25848,6.67,10.0
25848,6.65,NaN
25848,6.65,9.9
25848,6.56,9.9
25848,6.67,10.02
25848,6.56,9.91
25848,6.67,10.02
25848,6.65,9.9
25848,6.67,9.9
25848,6.67,10.02
25848,6.56,9.91
25848,6.67,10.0
25848,6.62,NaN
27391,6.56,9.91
27408,6.65,10.02
27408,6.55,9.91
27408,6.65,10.0
27408,6.65,9.9
27408,6.55,9.91
27408,6.67,10.02
27482,6.55,9.9
27499,6.67,10.0
27516,6.55,9.9
27533,6.67,10.02
27533,6.67,9.9
27533,6.55,9.9
27533,6.67,10.02
27533,6.56,9.9
27533,6.67,10.0
27614,6.55,9.91
27614,6.67,10.02
27627,6.67,9.9
27646,6.55,9.91
27646,6.65,10.02
27646,6.55,9.9
27646,6.67,10.02
27646,6.55,9.91
27646,6.65,9.9
27725,6.67,10.0
27725,6.55,9.9
27741,6.67,10.02
27741,6.55,9.9
27776,6.67,10.02
27776,6.67,9.9
27776,6.65,9.9
27776,6.67,10.02
27776,6.56,9.9
27841,6.67,10.0
27841,6.56,9.9
27857,6.19,10.02
27857,6.65,9.9
27889,6.56,9.9
27889,6.67,10.0
27889,6.55,9.91
27889,6.65,10.02
27889,6.56,9.91
27954,6.19,10.43
27954,6.65,9.9
27971,6.1,9.91
27988,6.2,10.02
27988,6.08,9.91
27988,6.67,10.02
27988,6.67,10.33
27988,6.67,9.91
27988,6.65,10.02
28070,6.55,9.91
28070,6.67,10.02
28086,6.56,9.9
28103,6.2,10.02
28103,6.2,9.91
28103,6.55,9.9
28103,6.19,10.02
28103,6.08,9.9
28103,6.2,10.02
28185,6.67,9.91
28185,6.55,9.9
28201,6.2,10.02
28201,6.49,9.9
28235,6.19,10.02
28235,6.2,9.9
28235,6.1,9.91
28235,6.2,10.02
28235,6.49,9.91
28235,6.19,10.02
28312,6.6,9.9
28312,6.53,9.9
28328,6.62,10.02
28328,6.1,9.9
28363,6.62,10.02
28363,6.49,9.91
28363,6.62,10.02
28363,6.6,9.91
28363,6.49,9.9
28426,6.62,10.02
28426,6.49,9.9
28442,6.62,10.02
28442,6.51,9.91
28468,6.6,9.91
28468,6.6,10.43
28468,6.49,10.31
28468,6.6,10.43
28468,6.51,10.31
28540,6.62,10.0
28540,6.49,10.33
28540,6.6,10.43
28540,6.49,9.9
28540,6.62,10.43
28540,6.62,9.9
28540,6.6,9.9
28540,6.6,10.02
28645,6.49,9.91
28645,6.62,10.02
28660,6.49,9.91
28679,6.6,10.02
28679,6.62,9.91
28679,6.49,9.9
28679,6.62,10.0
28679,6.49,10.33
28679,6.62,10.43
28757,6.51,9.91
28757,6.6,10.43
28773,6.51,9.91
28791,6.62,10.02
28791,6.62,9.91
28791,6.51,9.9
28791,6.6,10.0
28791,6.49,9.9
28791,6.62,10.02
28874,6.6,9.9
28874,6.49,9.9
28889,6.62,10.02
28889,6.49,9.9
28923,6.62,10.0
28923,6.49,9.9
28923,6.62,10.02
28923,6.62,9.9
28923,6.49,9.91
28987,7.03,10.43
28987,6.44,10.31
29003,6.55,10.41
29003,6.44,10.33
29003,7.03,10.43
29003,6.44,10.31
29003,7.03,10.43
29003,6.46,10.33
29089,6.56,10.43
29089,6.44,10.33
29106,6.56,10.43
29106,6.56,10.33
29106,6.55,10.43
29106,6.56,10.33
29106,6.55,10.31
29106,6.55,10.33
29191,6.44,10.31
29191,7.03,10.43
29208,6.44,10.33
29208,7.01,10.43
29208,6.46,10.33
29208,7.03,10.43
29208,6.44,10.33
29208,6.56,10.43
29295,6.44,10.31
29295,6.55,10.43
29310,6.44,10.33
29310,6.56,10.43
29310,6.44,10.31
29310,6.56,10.43
29310,6.44,10.33
29310,6.55,10.43
29399,6.56,10.31
29399,6.56,10.43
29415,6.56,10.33
29415,6.56,10.33
29415,6.55,10.31
29415,6.46,10.33
29415,7.03,10.43
29415,6.44,10.31
29499,7.01,10.43
29499,6.46,10.31
29517,7.03,10.43
29517,6.44,10.33
29517,6.56,10.41
29517,6.44,10.33
29517,6.56,10.41
29517,6.46,10.31
29602,6.56,10.43
29602,6.44,10.33
29618,6.96,10.43
29618,6.44,10.31
29618,6.98,10.43
29618,6.46,10.33
29618,6.56,10.43
29618,6.56,10.33
29702,6.56,10.02
29702,6.62,9.9
29721,6.51,9.9
29737,6.65,10.02
29737,6.13,9.9
29737,5.84,10.48
29737,5.84,9.97
29737,5.74,9.95
29737,5.84,10.05
29737,5.74,9.97
29831,6.31,10.07
29831,6.31,9.97
29847,5.77,9.54
29864,5.89,10.07
29864,5.88,9.95
29864,6.2,9.97
29864,6.31,10.07
29864,6.2,9.97
29864,5.89,10.07
29946,6.31,10.0
29946,4.55,10.1
29963,4.12,9.69
29978,4.59,9.57
29995,4.02,9.59
29995,3.71,9.69
30012,4.18,9.69
30032,3.71,9.59
30032,4.48,9.59
30032,4.59,9.74
30032,6.34,10.15
30032,5.33,10.12
30032,5.43,10.69
30109,6.25,10.64
30109,6.29,10.84
30109,6.31,10.38
30109,6.29,10.41
30109,6.29,10.0
30109,6.2,10.48
30109,6.31,10.64
30109,6.2,11.0
30212,5.82,11.15
30212,6.19,11.1
30212,5.89,11.2
30212,5.77,11.15
30212,5.89,11.31
30212,5.79,10.79
30212,5.88,10.95
30212,6.24,10.84
30314,6.36,11.0
30314,6.7,10.95
30314,6.8,11.58
30314,6.75,11.98
30314,7.34,11.72
30314,7.29,11.72
30314,6.96,11.36
30405,7.44,11.87
30405,6.91,11.98
30405,7.49,12.18
30405,6.56,12.18
30405,5.84,12.23
30405,5.84,12.8
30485,6.13,12.92
30485,6.72,12.65
30501,6.19,12.65
30501,5.89,13.18
30501,6.31,13.75
30501,6.24,12.96
30501,6.75,13.59
30572,7.23,13.59
30572,7.11,14.57
30572,7.29,13.8
30572,7.75,13.9
30572,7.78,14.88
30639,7.73,14.57
30639,7.32,14.67
30639,7.06,14.88
30639,6.24,14.47
30639,6.15,14.57
30703,7.11,14.67
30703,6.72,14.78
30703,6.29,14.88
30703,5.74,14.57
30703,6.29,14.78
30769,6.31,14.78
30769,7.06,15.36
30769,6.74,15.03
30769,6.75,15.26
30769,7.65,15.31
30836,7.58,15.4
30836,8.04,15.57
30836,8.11,15.67
30836,8.16,15.77
30836,7.85,16.03
30903,8.32,16.01
30903,7.49,16.13
30903,7.08,16.22
30903,7.44,15.88
30903,7.03,15.96
30969,6.7,16.49
30969,6.72,16.6
30969,6.72,16.24
30969,6.7,16.75
31020,6.62,16.37
31020,6.6,16.43
31020,6.72,16.49
31020,6.72,16.55
31020,7.16,16.6
31087,7.18,16.65
31087,7.06,16.7
31087,7.06,16.7
31087,7.08,16.74
31137,7.65,16.75
31137,7.65,17.22
31137,7.63,16.8
31137,7.65,16.8
31137,8.11,16.8
31203,8.11,16.8
31203,8.11,16.8
31203,7.99,16.8
31203,8.01,16.8
31259,8.47,16.8
31259,8.04,16.79
31259,8.51,16.79
31259,8.52,17.27
31310,8.52,16.84
31310,8.57,17.32
31310,8.56,16.91
31310,8.61,17.37
31363,8.32,16.96
31363,7.9,17.06
31363,8.35,17.47
31363,7.94,17.06
31415,7.96,17.11
31415,7.54,17.58
31415,7.54,17.16
31415,7.53,17.63
31471,7.13,17.22
31471,7.42,17.27
31471,7.01,17.27
31471,7.03,17.32
31471,7.03,17.32
31538,7.11,17.37
31538,7.13,17.42
31538,7.59,17.89
31538,7.13,17.47
31588,7.13,17.53
31588,7.13,17.58
31588,7.11,17.63
31588,7.13,17.68
31642,7.13,18.14
31642,7.01,18.2
31642,7.01,18.25
31642,7.03,18.3
31697,7.01,18.35
31697,7.01,18.4
31697,6.6,17.99
31697,6.7,18.04
31749,6.7,18.09
31749,7.58,18.14
31749,7.59,18.2
31749,7.59,18.26
31802,7.59,18.3
31802,8.06,18.78
31802,7.59,18.35
31802,7.59,18.4
31855,8.06,18.45
31855,8.06,18.52
31855,8.06,18.56
31855,8.04,18.51
31908,8.06,18.56
31908,8.42,19.07
31908,8.42,18.83
31908,8.4,18.88
31963,8.4,18.92
31963,8.88,19.04
31963,8.88,19.07
32004,8.97,19.12
32004,8.97,19.23
32004,8.99,19.3
32004,9.04,19.33
32055,8.92,19.3
32055,8.92,19.45
32055,8.92,19.5
32081,8.92,19.55
32099,9.04,19.59
32099,9.07,19.66
32099,9.09,19.69
32150,9.14,19.76
32150,9.04,19.81
32150,8.61,19.81
32191,9.07,19.86
32191,8.78,19.91
32191,8.37,19.91
32191,7.96,19.97
32244,8.35,19.97
32244,7.84,19.85
32244,7.42,20.02
32285,7.44,20.02
32285,7.44,20.07
32285,7.42,20.07
32285,7.84,20.12
32339,7.54,20.17
32339,7.54,20.17
32339,7.54,20.22
32379,7.96,20.27
32379,8.42,20.38
32379,7.44,20.33
32379,7.44,20.48
32432,7.44,20.53
32432,7.84,20.58
32432,7.96,20.64
32473,7.96,20.69
32473,7.54,20.74
32473,8.01,20.69
32473,7.9,20.74
32529,7.9,20.89
32529,7.89,20.95
32529,7.99,21.0
32568,8.47,21.05
32568,9.33,21.05
32568,8.35,21.0
32608,9.28,21.15
32608,9.86,21.2
32608,9.86,21.2
32650,10.21,21.2
32650,9.91,21.22
32650,9.9,21.41
32690,9.81,21.36
32690,9.79,21.51
32690,9.9,21.58
32690,9.79,21.51
32744,9.79,21.67
32744,9.91,21.74
32744,9.79,21.77
32787,9.79,21.84
32787,9.48,21.87
32787,9.48,21.98
32825,9.4,21.87
32825,9.38,22.03
32825,9.5,22.08
32865,9.43,21.98
32865,9.43,22.08
32865,9.55,22.1
32908,9.85,21.98
32908,9.86,22.08
32908,9.95,22.08
