32948,9.43,22.08
32948,9.45,22.1
32948,9.55,22.08
32990,9.55,22.1
32990,9.43,21.98
32990,9.43,22.1
33029,9.54,22.1
33029,9.45,21.98
33029,9.45,22.1
33069,9.54,22.03
33069,9.43,21.92
33069,9.43,22.03
33115,9.55,22.03
33115,9.55,22.04
33115,9.43,21.94
33153,9.55,21.99
33153,10.02,21.94
33153,9.91,21.63
33180,10.0,21.82
33180,9.97,21.63
33180,9.85,21.62
33234,10.27,21.67
33234,9.91,21.43
33251,9.76,21.41
33267,9.71,21.41
33267,8.88,21.36
33267,7.99,21.25
33316,7.84,21.05
33316,8.25,21.05
33316,9.02,20.95
33357,9.02,20.84
33357,8.04,20.69
33357,7.99,20.43
33399,7.44,20.33
33399,8.2,20.27
33399,8.52,20.12
33399,7.94,19.97
33453,7.13,19.81
33453,7.54,19.66
33453,7.9,19.5
33453,8.2,19.33
33507,7.7,19.18
33507,7.18,19.07
33507,6.7,18.92
33507,6.67,18.76
33558,7.84,18.63
33558,7.29,18.45
33558,6.75,18.37
33558,6.31,18.2
33612,6.24,18.09
33612,6.92,17.94
33612,7.29,17.84
33612,6.72,17.68
33665,6.2,17.58
33665,6.29,17.42
33665,5.82,17.32
33665,6.2,17.63
33719,6.56,17.06
33719,6.82,16.96
33719,6.29,16.8
33719,5.89,16.7
33719,5.89,16.6
33784,5.82,16.91
33784,5.67,16.34
33784,6.03,16.22
33784,6.08,16.55
33784,6.46,16.44
33850,5.95,16.34
33850,5.38,16.24
33850,5.0,16.13
33850,5.0,15.58
33850,5.31,15.89
33850,4.97,15.82
33930,5.36,15.74
33930,5.33,15.65
33930,5.62,15.57
33930,5.67,15.52
33930,5.62,15.41
33995,5.46,15.34
33995,5.53,15.24
33995,5.07,15.19
33995,4.97,15.09
33995,4.6,15.02
33995,4.54,14.91
34070,4.43,15.27
34070,4.95,14.88
34070,4.48,14.66
34070,5.31,14.55
34070,5.27,15.0
34070,5.12,14.78
34148,5.17,14.67
34148,5.12,14.57
34148,4.07,14.42
34148,4.64,14.4
34148,4.12,14.6
34148,4.12,14.45
34148,4.12,14.3
34242,4.07,14.14
34242,4.48,13.99
34242,4.33,13.83
34242,4.86,14.62
34242,4.69,13.06
34242,4.79,13.01
34242,4.64,12.7
34329,4.74,11.82
34329,4.18,12.37
34345,4.69,11.92
34345,4.69,11.24
34345,4.69,11.98
34345,4.3,10.88
34345,4.18,11.13
34345,4.69,10.62
34345,4.69,10.41
34443,4.69,10.62
34443,4.74,10.15
34460,4.64,10.31
34460,4.28,9.74
34493,4.74,9.64
34493,4.74,9.28
34510,4.64,8.71
34510,4.74,9.48
34510,4.74,8.45
34510,4.74,8.59
34510,4.74,7.92
34510,4.64,8.25
34510,4.74,8.08
34510,4.74,7.51
34510,4.79,7.71
34510,4.74,7.04
34646,4.35,7.66
34646,4.69,6.63
34661,4.74,7.41
34679,4.43,6.32
34679,4.48,6.58
34694,3.66,5.91
34713,4.07,6.22
34728,3.66,5.96
34728,3.26,5.4
34744,2.01,6.07
34762,3.37,5.03
34778,3.76,5.34
34778,4.28,5.6
34795,4.64,4.6
34812,4.69,4.52
34828,4.79,4.78
34828,4.0,4.19
34845,4.47,4.16
34862,4.48,4.52
34862,4.48,4.42
34878,4.59,4.31
34894,5.05,4.14
34911,5.05,3.68
34928,4.64,3.68
34928,5.05,3.63
34945,5.05,3.63
34961,4.64,3.75
34961,4.64,3.75
34978,5.1,3.68
34994,5.1,3.68
35011,5.1,3.69
35011,5.1,3.69
35028,5.1,4.09
35045,5.57,4.04
35061,5.15,4.04
35061,5.62,4.05
35077,5.21,3.99
35095,5.26,3.95
35111,5.72,3.93
35111,5.31,3.93
35129,5.31,3.88
35147,5.31,3.88
35147,5.36,3.9
35164,5.36,3.88
35181,5.36,3.88
35199,5.36,3.9
35199,5.26,3.88
35214,5.26,3.88
35232,5.26,3.88
35232,5.26,3.9
35248,5.26,3.9
35264,5.26,3.9
35282,5.26,3.9
35282,5.26,3.88
35298,5.26,3.88
35315,5.26,3.88
35330,5.26,3.88
35330,5.26,3.88
35349,5.26,3.9
35364,5.26,3.88
35381,5.36,3.81
35381,5.36,3.78
35398,5.36,3.78
35415,5.36,3.8
35431,5.36,3.78
35431,5.36,3.78
35449,5.36,3.73
35465,5.36,3.73
35465,5.36,3.26
35481,5.36,3.37
35499,5.36,3.32
35515,5.31,3.32
35515,5.31,3.28
35530,5.31,3.26
35550,5.26,3.69
35566,5.67,3.68
35566,5.67,3.63
35581,5.21,3.63
35597,5.21,3.63
35615,5.62,3.63
35615,5.62,3.63
35648,5.62,3.64
35648,5.62,3.21
35665,5.62,3.68
35665,5.67,3.26
35681,5.21,3.26
35697,5.26,3.32
35718,4.85,3.37
35718,5.31,3.88
35733,4.9,3.99
35748,4.93,3.68
35748,4.64,3.8
35765,5.46,4.19
35782,5.41,4.4
35797,5.52,4.21
35797,5.62,4.83
35816,5.67,4.62
35831,4.85,5.7
35847,3.14,5.5
35847,4.02,5.4
35864,2.78,6.48
35883,6.8,5.91
35883,6.6,6.7
35898,6.25,7.42
35915,6.29,7.16
35931,5.77,7.06
35947,7.29,7.58
35947,7.03,8.35
35947,5.74,8.97
35947,7.16,8.99
35947,7.75,9.28
35947,6.96,9.18
36023,5.43,10.07
36023,7.59,10.74
36023,7.85,11.25
36023,6.6,11.92
36023,6.72,11.82
36023,8.11,12.18
36103,8.56,13.01
36103,7.84,13.38
36103,7.13,13.85
36103,7.58,14.57
36103,8.92,14.05
36168,8.61,14.42
36168,7.54,14.78
36168,6.7,15.14
36168,9.45,15.45
36168,9.14,15.82
36234,8.3,16.19
36234,7.42,16.08
36234,7.9,16.86
36234,10.22,17.16
36285,9.48,16.87
36285,9.14,17.73
36285,8.3,17.99
36285,10.57,17.84
36341,10.79,18.37
36341,10.77,18.16
36341,9.97,18.37
36381,8.73,18.66
36381,9.59,18.81
36381,8.4,18.92
36381,11.1,19.02
36381,11.13,18.99
36381,11.51,19.04
36381,11.49,19.09
36381,11.62,19.09
36381,11.51,18.99
36381,11.49,19.09
36381,11.62,19.09
36381,11.49,18.99
36381,11.51,19.09
36381,11.6,19.09
36381,11.51,19.09
36381,11.49,19.05
36381,11.49,19.04
36381,11.55,19.04
36381,11.46,18.99
36381,10.98,18.99
36381,11.1,18.95
36381,11.46,18.88
36381,11.49,18.83
36381,11.25,18.73
36381,10.95,18.63
36721,10.46,18.37
36721,12.08,18.32
36721,11.92,18.57
36764,12.22,17.96
36764,13.26,17.7
36764,13.51,17.9
36801,13.81,17.18
36801,14.04,16.91
36801,14.23,17.08
36844,14.86,16.75
36844,14.64,16.41
36844,15.33,16.03
36844,15.17,16.13
36844,15.84,15.31
36844,15.69,14.95
36844,15.98,14.54
36844,16.36,14.64
36844,17.13,14.12
36844,17.44,13.71
36844,16.91,12.94
36844,17.23,12.41
36844,17.96,11.58
36844,17.8,11.17
36844,17.65,10.86
37048,18.32,10.43
37048,18.11,9.91
37048,18.32,9.64
37048,7.03,9.3
37102,19.12,9.48
37102,18.92,8.76
37102,19.09,8.4
37102,19.28,7.58
37156,19.45,7.63
37156,19.19,7.68
37156,19.81,6.96
37197,19.55,6.17
37197,19.71,6.29
37197,19.86,6.43
37197,19.55,5.4
37251,20.58,5.03
37251,20.69,5.14
37251,20.74,4.93
37251,20.86,4.21
37303,20.5,4.42
37303,20.6,3.73
37303,21.01,4.0
37303,20.64,3.37
37303,21.22,3.26
37369,20.81,3.52
37369,20.81,3.47
37369,21.22,3.59
37369,20.4,3.57
37422,20.4,3.57
37422,20.86,3.64
37422,20.76,3.69
37422,20.4,3.26
37422,20.96,3.32
37487,21.43,3.73
37487,21.43,4.3
37487,20.96,3.57
37487,21.37,4.16
37539,21.32,4.42
37539,21.27,4.57
37539,21.17,4.86
37539,20.65,5.5
37595,20.95,4.93
37595,20.81,5.27
37595,20.22,6.55
37634,20.07,6.86
37634,20.33,7.22
37634,19.71,7.15
37634,19.48,7.51
37688,19.64,7.94
37688,18.97,7.99
37688,19.4,8.42
37688,19.19,9.18
37742,19.04,9.55
37742,19.28,10.22
37742,18.26,9.97
37783,18.97,10.48
37783,18.76,10.86
37783,18.56,11.22
37821,18.37,11.89
37821,17.68,12.66
37821,17.44,13.14
37866,17.65,13.8
37866,18.25,14.16
37866,17.13,14.12
37905,17.29,14.9
37905,16.98,14.85
37905,17.13,15.15
37945,17.23,15.05
37945,16.46,15.41
37945,16.15,15.72
37945,15.84,16.05
37945,15.52,15.93
37945,15.33,16.24
37945,14.9,16.96
37945,14.24,16.82
38056,13.99,17.08
38056,13.83,17.29
38056,14.09,17.49
38098,13.52,18.11
38098,13.45,18.26
38098,13.11,17.96
38138,13.4,18.06
38138,13.42,18.16
38138,13.47,18.26
38179,13.35,18.21
38179,13.37,18.37
38179,13.44,18.37
38221,13.35,18.42
38221,13.37,18.42
38221,13.37,18.42
38262,13.37,18.42
38262,13.47,18.42
38262,13.35,18.32
38288,13.37,18.42
38288,13.37,18.42
38288,13.37,18.42
38288,13.45,18.42
38288,12.94,18.42
38372,13.35,18.42
38372,13.47,18.42
38372,13.37,18.42
38413,13.35,18.42
38413,13.35,18.42
38413,13.37,18.42
38455,13.47,18.42
38455,12.96,18.42
38455,13.37,18.42
38495,13.47,18.42
38495,13.37,18.42
38495,13.35,18.42
38538,13.37,18.42
38538,13.37,18.42
38538,13.47,18.42
38538,12.96,18.42
38538,13.37,18.42
38538,13.47,18.42
38538,13.37,18.42
38538,13.37,18.42
38647,13.37,18.42
38647,13.35,18.42
38647,13.47,18.42
38687,12.96,18.42
38687,13.37,18.42
38687,13.47,18.42
38729,13.37,18.42
38729,13.35,18.42
38729,13.35,18.42
38769,13.37,18.42
38769,13.47,18.42
38769,12.96,18.42
38811,13.37,18.42
38811,13.47,18.42
38811,13.35,18.42
38851,13.37,18.42
38851,13.35,18.42
38851,13.37,18.42
38851,13.47,18.42
38851,12.96,18.42
38920,13.37,18.42
38920,13.47,18.42
38920,13.37,18.42
38962,13.37,18.42
38962,13.35,18.42
38962,13.83,18.42
