2016,7,12,10,54
timestamp, trialcnt, block, diameter, mousex, mousey
462199.0,0,0,150,60,839,525
462214.0,0,0,150,60,839,525
462231.0,0,0,150,60,839,525
462247.0,0,0,150,60,839,525
462264.0,0,0,150,60,839,525
462282.0,0,0,150,60,839,525
462299.0,0,0,150,60,839,525
462316.0,0,0,150,60,839,525
462332.0,0,0,150,60,839,525
462348.0,0,0,150,60,839,525
462366.0,0,0,150,60,839,525
462380.0,0,0,150,60,839,525
462398.0,0,0,150,60,839,525
462415.0,0,0,150,60,839,525
462432.0,0,0,150,60,839,525
462449.0,0,0,150,60,839,525
462466.0,0,0,150,60,839,525
462481.0,0,0,150,60,839,525
462500.0,0,0,150,60,839,525
462514.0,0,0,150,60,839,525
462531.0,0,0,150,60,839,525
462548.0,0,0,150,60,839,525
462566.0,0,0,150,60,839,525
462582.0,0,0,150,60,839,525
462597.0,0,0,150,60,839,525
462615.0,0,0,150,60,839,525
462630.0,0,0,150,60,839,525
462648.0,0,0,150,60,839,525
462665.0,0,0,150,60,839,525
462682.0,0,0,150,60,839,525
462699.0,0,0,150,60,839,525
462715.0,0,0,150,60,839,525
462733.0,0,0,150,60,839,525
462748.0,0,0,150,60,839,525
462764.0,0,0,150,60,839,525
462781.0,0,0,150,60,839,525
462798.0,0,0,150,60,839,525
462814.0,0,0,150,60,839,525
462833.0,0,0,150,60,839,525
462847.0,0,0,150,60,839,525
462864.0,0,0,150,60,839,525
462883.0,0,0,150,60,839,525
462897.0,0,0,150,60,839,525
462915.0,0,0,150,60,839,525
462932.0,0,0,150,60,839,525
462947.0,0,0,150,60,839,525
462964.0,0,0,150,60,839,525
462982.0,0,0,150,60,839,525
463001.0,0,0,150,60,839,525
463015.0,0,0,150,60,839,525
463034.0,0,0,150,60,839,525
463049.0,0,0,150,60,839,525
463066.0,0,0,150,60,839,525
463083.0,0,0,150,60,839,525
463100.0,0,0,150,60,839,525
463115.0,0,0,150,60,839,525
463133.0,0,0,150,60,839,525
463150.0,0,0,150,60,839,525
463165.0,0,0,150,60,839,525
463184.0,0,0,150,60,839,525
463199.0,0,0,150,60,839,525
463216.0,0,0,150,60,839,525
463234.0,0,0,150,60,839,525
463248.0,0,0,150,60,839,525
463265.0,0,0,150,60,839,525
463284.0,0,0,150,60,839,525
463299.0,0,0,150,60,839,525
463315.0,0,0,150,60,839,525
463332.0,0,0,150,60,839,525
463350.0,0,0,150,60,839,525
463367.0,0,0,150,60,839,525
463382.0,0,0,150,60,839,525
463400.0,0,0,150,60,839,525
463415.0,0,0,150,60,839,525
