2016,7,8,11,32
timestamp, trialcnt, block, diameter, mousex, mousey
10936.0,5,0,150,60,858,461
10953.0,5,0,150,60,854,452
10970.0,5,0,150,60,844,432
10987.0,5,0,150,60,830,402
11003.0,5,0,150,60,814,370
11019.0,5,0,150,60,809,345
11036.0,5,0,150,60,807,332
11053.0,5,0,150,60,804,312
11070.0,5,0,150,60,804,301
11086.0,5,0,150,60,804,299
11103.0,5,0,150,60,804,298
11120.0,5,0,150,60,804,298
11135.0,5,0,150,60,804,298
11155.0,5,0,150,60,804,298
11169.0,5,0,150,60,804,297
11185.0,5,0,150,60,804,297
11202.0,5,0,150,60,804,295
11219.0,5,0,150,60,804,295
11236.0,5,0,150,60,804,295
11253.0,5,0,150,60,804,295
11270.0,5,0,150,60,804,295
11285.0,5,0,150,60,804,295
11302.0,5,0,150,60,804,295
11320.0,5,0,150,60,804,295
11337.0,5,0,150,60,804,295
11353.0,5,0,150,60,804,295
11370.0,5,0,150,60,804,295
11387.0,5,0,150,60,804,295
11403.0,5,0,150,60,804,296
11419.0,5,0,150,60,803,299
11437.0,5,0,150,60,800,301
11454.0,5,0,150,60,795,309
11470.0,5,0,150,60,789,316
11486.0,5,0,150,60,783,327
11504.0,5,0,150,60,775,339
11519.0,5,0,150,60,768,355
11538.0,5,0,150,60,762,366
11552.0,5,0,150,60,758,374
11571.0,5,0,150,60,746,399
11585.0,5,0,150,60,729,431
11603.0,5,0,150,60,703,466
11620.0,5,0,150,60,691,483
11637.0,5,0,150,60,662,519
11652.0,5,0,150,60,633,555
11671.0,5,0,150,60,608,581
11686.0,5,0,150,60,586,601
11702.0,5,0,150,60,586,601
11720.0,5,0,150,60,564,621
11736.0,5,0,150,60,553,633
11753.0,5,0,150,60,541,641
11771.0,5,0,150,60,536,646
11788.0,5,0,150,60,536,646
11802.0,5,0,150,60,536,646
11820.0,5,0,150,60,536,646
11837.0,5,0,150,60,536,646
11855.0,5,0,150,60,536,646
11869.0,5,0,150,60,536,646
11887.0,5,0,150,60,536,646
11904.0,5,0,150,60,536,646
11920.0,5,0,150,60,536,646
11935.0,5,0,150,60,536,646
11955.0,5,0,150,60,536,646
11970.0,5,0,150,60,536,646
11987.0,5,0,150,60,536,646
12003.0,5,0,150,60,536,646
12020.0,5,0,150,60,537,646
12038.0,5,0,150,60,537,646
12053.0,5,0,150,60,542,640
12069.0,5,0,150,60,542,640
12086.0,5,0,150,60,546,636
12102.0,5,0,150,60,559,620
12121.0,5,0,150,60,586,591
12136.0,5,0,150,60,635,545
12154.0,5,0,150,60,635,545
12170.0,5,0,150,60,663,519
12187.0,5,0,150,60,675,509
12203.0,5,0,150,60,705,483
12219.0,5,0,150,60,738,457
12236.0,5,0,150,60,763,437
12287.0,6,0,150,60,793,413
12304.0,6,0,150,60,840,525
12321.0,6,0,150,60,841,525
12337.0,6,0,150,60,841,525
12352.0,6,0,150,60,841,525
12372.0,6,0,150,60,841,525
12386.0,6,0,150,60,841,525
12403.0,6,0,150,60,841,525
12421.0,6,0,150,60,841,525
12437.0,6,0,150,60,841,525
12454.0,6,0,150,60,841,525
12471.0,6,0,150,60,841,525
12488.0,6,0,150,60,841,525
12503.0,6,0,150,60,841,525
12519.0,6,0,150,60,841,525
12537.0,6,0,150,60,841,525
12554.0,6,0,150,60,841,525
12572.0,6,0,150,60,841,525
12586.0,6,0,150,60,841,525
12604.0,6,0,150,60,841,525
12621.0,6,0,150,60,841,525
12636.0,6,0,150,60,841,525
12653.0,6,0,150,60,841,525
12670.0,6,0,150,60,841,525
12686.0,6,0,150,60,841,525
12705.0,6,0,150,60,841,525
12721.0,6,0,150,60,841,525
12737.0,6,0,150,60,841,525
12755.0,6,0,150,60,841,525
12769.0,6,0,150,60,841,525
12787.0,6,0,150,60,841,526
12804.0,6,0,150,60,841,528
12819.0,6,0,150,60,841,531
12838.0,6,0,150,60,836,540
12854.0,6,0,150,60,826,553
12871.0,6,0,150,60,826,553
12890.0,6,0,150,60,806,584
12905.0,6,0,150,60,785,612
12923.0,6,0,150,60,771,636
12938.0,6,0,150,60,758,660
12955.0,6,0,150,60,753,669
12971.0,6,0,150,60,747,679
12990.0,6,0,150,60,746,682
13006.0,6,0,150,60,746,682
13020.0,6,0,150,60,746,682
