timestamp, trialCnt, blockWidth, trialstate, diameter, ringdist, direc, mousex, mousey
30006.0,1,20,0,72.0,150.0,1,841,487
30023.0,1,20,0,72.0,150.0,1,841,487
30040.0,1,20,0,72.0,150.0,1,841,487
30057.0,1,20,0,72.0,150.0,1,841,487
30073.0,1,20,0,72.0,150.0,1,841,487
30089.0,1,20,0,72.0,150.0,1,841,487
30107.0,1,20,0,72.0,150.0,1,841,487
30123.0,1,20,0,72.0,150.0,1,841,487
30139.0,1,20,0,72.0,150.0,1,841,487
30158.0,1,20,0,72.0,150.0,1,841,487
30173.0,1,20,0,72.0,150.0,1,841,487
30190.0,1,20,0,72.0,150.0,1,841,487
30209.0,1,20,0,72.0,150.0,1,841,487
30224.0,1,20,0,72.0,150.0,1,841,484
30240.0,1,20,0,72.0,150.0,1,847,451
30257.0,1,20,0,72.0,150.0,1,847,451
30275.0,1,20,0,72.0,150.0,1,850,408
30289.0,1,20,0,72.0,150.0,1,851,400
30308.0,1,20,0,72.0,150.0,1,851,400
30323.0,1,20,0,72.0,150.0,1,851,396
30340.0,1,20,0,72.0,150.0,1,851,396
30357.0,1,20,0,72.0,150.0,1,851,396
30373.0,1,20,0,72.0,150.0,1,851,396
30390.0,1,20,0,72.0,150.0,1,851,396
30407.0,1,20,0,72.0,150.0,1,851,396
30423.0,1,20,0,72.0,150.0,1,851,396
30439.0,1,20,0,72.0,150.0,1,851,396
30457.0,1,20,0,72.0,150.0,1,851,396
30473.0,1,20,0,72.0,150.0,1,851,396
30490.0,1,20,0,72.0,150.0,1,851,396
30508.0,1,20,0,72.0,150.0,1,851,396
30523.0,1,20,0,72.0,150.0,1,851,396
30540.0,1,20,0,72.0,150.0,1,851,396
30557.0,1,20,0,72.0,150.0,1,851,396
30573.0,1,20,0,72.0,150.0,1,851,396
30590.0,1,20,0,72.0,150.0,1,851,396
30607.0,1,20,0,72.0,150.0,1,851,396
30624.0,1,20,0,72.0,150.0,1,851,396
30639.0,1,20,0,72.0,150.0,1,851,396
30657.0,1,20,0,72.0,150.0,1,851,396
30674.0,1,20,0,72.0,150.0,1,851,396
30689.0,1,20,0,72.0,150.0,1,851,396
30707.0,1,20,0,72.0,150.0,1,851,396
30723.0,1,20,0,72.0,150.0,1,851,396
30740.0,1,20,0,72.0,150.0,1,851,396
30756.0,1,20,0,72.0,150.0,1,851,396
30774.0,1,20,0,72.0,150.0,1,851,396
30790.0,1,20,0,72.0,150.0,1,851,396
30807.0,1,20,0,72.0,150.0,1,851,396
30824.0,1,20,0,72.0,150.0,1,851,396
30839.0,1,20,0,72.0,150.0,1,851,396
30859.0,1,20,0,72.0,150.0,1,851,396
30874.0,1,20,0,72.0,150.0,1,851,396
30889.0,1,20,0,72.0,150.0,1,851,396
30908.0,1,20,0,72.0,150.0,1,851,396
30924.0,1,20,0,72.0,150.0,1,851,396
30940.0,1,20,0,72.0,150.0,1,851,396
30957.0,1,20,0,72.0,150.0,1,851,396
30974.0,1,20,0,72.0,150.0,1,851,396
30990.0,1,20,0,72.0,150.0,1,851,396
31008.0,1,20,0,72.0,150.0,1,851,396
31023.0,1,20,0,72.0,150.0,1,851,396
31040.0,1,20,0,72.0,150.0,1,851,396
31058.0,1,20,0,72.0,150.0,1,851,396
31075.0,1,20,0,72.0,150.0,1,851,396
31090.0,1,20,0,72.0,150.0,1,851,396
31108.0,1,20,0,72.0,150.0,1,851,396
31125.0,1,20,0,72.0,150.0,1,851,396
31140.0,1,20,0,72.0,150.0,1,851,396
31158.0,1,20,0,72.0,150.0,1,851,396
31175.0,1,20,0,72.0,150.0,1,851,396
31190.0,1,20,0,72.0,150.0,1,851,396
31208.0,1,20,0,72.0,150.0,1,851,396
31224.0,1,20,0,72.0,150.0,1,851,396
31240.0,1,20,0,72.0,150.0,1,851,396
31258.0,1,20,0,72.0,150.0,1,851,396
31274.0,1,20,0,72.0,150.0,1,851,396
31289.0,1,20,0,72.0,150.0,1,851,396
31309.0,1,20,0,72.0,150.0,1,851,396
31324.0,1,20,0,72.0,150.0,1,851,396
31340.0,1,20,0,72.0,150.0,1,851,396
31358.0,1,20,0,72.0,150.0,1,851,396
31374.0,1,20,0,72.0,150.0,1,851,396
31390.0,1,20,0,72.0,150.0,1,851,396
31408.0,1,20,0,72.0,150.0,1,851,396
31424.0,1,20,0,72.0,150.0,1,851,396
31440.0,1,20,0,72.0,150.0,1,851,396
31459.0,1,20,0,72.0,150.0,1,851,396
31474.0,1,20,0,84.0,150.0,1,851,396
31490.0,1,20,0,84.0,150.0,1,851,396
31508.0,1,20,0,84.0,150.0,1,851,396
31524.0,1,20,0,84.0,150.0,1,851,396
31540.0,1,20,0,84.0,150.0,1,851,396
31557.0,1,20,0,84.0,150.0,1,851,396
31573.0,1,20,0,84.0,150.0,1,851,396
31589.0,1,20,0,84.0,150.0,1,851,396
31609.0,1,20,0,84.0,150.0,1,851,396
31623.0,1,20,0,84.0,150.0,1,851,396
31640.0,1,20,0,84.0,150.0,1,851,396
31658.0,1,20,0,84.0,150.0,1,851,396
31675.0,1,20,0,84.0,150.0,1,851,396
31690.0,1,20,0,84.0,150.0,1,851,396
31709.0,1,20,0,84.0,150.0,1,851,396
31723.0,1,20,0,84.0,150.0,1,851,396
31740.0,1,20,0,84.0,150.0,1,851,396
31759.0,1,20,0,84.0,150.0,1,851,396
31773.0,1,20,0,84.0,150.0,1,851,396
31789.0,1,20,0,84.0,150.0,1,851,396
31809.0,1,20,0,84.0,150.0,1,851,396
31825.0,1,20,0,84.0,150.0,1,851,396
31840.0,1,20,0,84.0,150.0,1,851,396
31859.0,1,20,0,84.0,150.0,1,851,396
